SoilReadingID,SensorID,FieldID,FarmID,RegionID,DateTimeID,MoisturePct,TemperatureC,EC_dS_m,NPKIndex,BatteryPct,CreatedDate
16175,91,330,23,4,2236,21.41,18.96,0.243,79.38,53.55,2025-07-09
16176,88,118,8,4,2509,17.45,19.95,1.334,55.34,47.19,2025-09-06
16177,37,58,4,4,186,9.92,26.09,0.714,20.51,70.06,2025-09-02
16178,235,418,29,1,1569,7.91,9.26,0.229,89.32,80.5,2025-07-03
16179,30,285,19,5,1338,26.96,27.6,0.3,72.28,36.2,2025-08-01
16180,210,299,20,1,93,14.24,12.72,1.273,43.72,30.13,2025-10-14
16181,158,215,15,4,2217,28.6,7.96,0.276,29.99,88.26,2025-08-12
16182,230,129,9,2,384,36.81,13.92,1.226,89.76,44.69,2025-08-11
16183,171,427,29,1,14,18.34,19.16,0.819,55.39,92.67,2025-07-30
16184,19,239,17,3,1990,11.57,19.38,2.197,37.65,31.9,2025-10-10
16185,189,152,10,1,2232,9.81,16.98,1.21,35.38,64.95,2025-09-17
16186,195,436,30,2,1829,35.65,14.42,0.473,62.44,62.1,2025-09-20
16187,60,61,4,4,310,29.14,11.9,0.688,60.12,79.42,2025-10-22
16188,21,411,28,2,1389,12.29,23.66,1.473,71.82,54.91,2025-07-26
16189,132,257,18,5,1866,34.48,24.02,1.784,71.81,57.08,2025-08-08
16190,291,323,22,1,1301,28.98,17.93,1.258,62.53,87.44,2025-09-17
16191,150,99,7,1,1540,24.66,13.21,0.1,49.14,97.72,2025-08-08
16192,95,55,4,4,1683,22.73,26.64,0.784,60.97,76.72,2025-09-04
16193,297,375,26,3,2104,5.0,18.38,0.089,42.04,99.01,2025-09-21
16194,71,271,18,5,1076,18.85,30.77,1.323,67.41,53.27,2025-08-25
16195,242,354,24,4,1350,19.46,32.03,2.138,55.65,70.33,2025-07-11
16196,288,43,3,2,1850,34.85,22.67,1.86,59.62,47.08,2025-07-27
16197,280,403,28,2,1833,31.6,9.44,0.887,43.84,80.94,2025-10-04
16198,67,252,17,3,1097,25.77,23.78,1.137,78.01,85.63,2025-10-08
16199,242,354,24,4,711,30.53,22.22,0.896,40.62,92.21,2025-09-09
16200,205,4,1,4,1752,9.38,24.27,0.547,51.36,71.46,2025-09-22
16201,164,3,1,4,2098,18.17,23.3,0.506,78.55,51.65,2025-09-26
16202,282,309,21,1,1950,29.92,25.4,0.306,71.17,96.22,2025-09-01
16203,187,267,18,5,1901,21.99,19.05,0.451,79.09,42.0,2025-10-26
16204,32,199,13,5,1801,20.82,22.7,0.86,36.09,59.29,2025-07-20
16205,231,340,23,4,968,26.13,32.73,1.188,60.13,31.59,2025-10-14
16206,69,218,15,4,1079,32.31,18.43,1.482,17.45,97.62,2025-07-05
16207,206,113,8,4,2625,24.63,18.14,1.065,42.38,79.28,2025-09-28
16208,181,70,5,1,2647,21.22,18.19,0.055,50.5,64.6,2025-10-24
16209,69,218,15,4,1868,15.67,15.31,1.24,80.73,36.61,2025-10-07
16210,274,48,4,4,2856,17.14,34.68,1.392,37.91,64.4,2025-08-02
16211,245,298,20,1,1061,30.1,21.77,0.881,54.18,41.44,2025-07-27
16212,239,297,20,1,1010,27.64,22.75,0.461,96.02,59.86,2025-10-12
16213,17,166,11,2,2010,23.51,23.43,0.664,46.75,73.73,2025-07-31
16214,90,428,29,1,2704,26.39,25.15,0.626,21.46,99.9,2025-10-19
16215,161,229,16,5,261,21.78,19.7,0.597,52.29,37.21,2025-07-19
16216,39,40,3,2,1302,20.23,16.9,0.898,32.54,54.68,2025-08-05
16217,144,433,30,2,572,25.95,11.3,2.152,52.73,94.03,2025-08-14
16218,45,320,22,1,313,19.44,16.55,1.03,47.24,50.61,2025-09-11
16219,180,100,7,1,2810,26.16,23.93,0.445,65.32,41.21,2025-10-24
16220,166,171,11,2,1172,24.13,18.21,0.191,32.89,61.64,2025-09-17
16221,195,436,30,2,2157,27.67,35.12,0.739,50.09,70.44,2025-07-03
16222,96,353,24,4,174,23.08,29.31,1.556,50.33,69.11,2025-08-02
16223,95,55,4,4,935,16.67,22.63,0.272,54.71,32.77,2025-10-05
16224,51,181,12,3,870,35.84,25.22,1.375,44.96,99.05,2025-08-28
16225,2,295,20,1,182,24.3,24.37,0.713,31.66,91.29,2025-08-10
16226,66,15,1,4,1443,25.31,27.68,1.239,96.07,60.34,2025-08-14
16227,211,95,6,1,1197,16.84,28.24,1.15,34.25,84.53,2025-07-25
16228,43,156,10,1,2204,24.03,26.44,0.988,76.94,87.13,2025-07-29
16229,199,413,28,2,686,15.1,20.99,0.957,79.6,97.18,2025-09-01
16230,264,397,28,2,154,15.31,21.16,0.736,46.91,90.94,2025-08-19
16231,125,84,6,1,1384,31.39,17.78,2.06,58.56,57.38,2025-07-25
16232,214,52,4,4,1315,30.14,24.41,1.189,70.99,68.55,2025-09-07
16233,33,205,14,4,508,23.87,30.34,1.135,58.94,35.45,2025-07-14
16234,142,219,15,4,1632,28.36,27.47,1.323,49.77,84.81,2025-07-19
16235,298,316,22,1,1334,30.42,18.7,0.03,61.51,33.98,2025-09-17
16236,144,433,30,2,2318,27.56,17.65,0.353,68.13,74.53,2025-09-30
16237,204,47,3,2,1284,24.8,26.56,0.928,50.71,58.96,2025-08-01
16238,248,34,3,2,1694,6.3,16.18,0.566,37.63,79.07,2025-10-21
16239,32,199,13,5,105,36.46,13.52,0.29,79.9,71.68,2025-08-20
16240,130,187,12,3,1677,30.2,24.37,0.957,39.27,86.31,2025-10-16
16241,58,356,25,2,1549,24.77,13.44,0.565,86.69,66.83,2025-07-12
16242,281,210,14,4,2352,10.28,24.47,1.286,73.21,86.69,2025-07-19
16243,89,125,8,4,2623,10.89,26.71,0.934,82.65,38.17,2025-07-14
16244,40,360,25,2,675,27.45,13.74,1.262,39.42,76.66,2025-07-04
16245,226,279,19,5,2110,14.73,25.09,0.662,52.56,42.43,2025-08-24
16246,32,199,13,5,1991,24.99,4.8,0.057,88.97,68.93,2025-08-04
16247,228,10,1,4,2560,30.2,10.35,0.513,29.74,32.78,2025-09-21
16248,23,102,7,1,835,34.81,27.96,0.473,45.67,51.57,2025-08-15
16249,56,8,1,4,2766,23.21,25.59,0.738,15.25,34.43,2025-07-24
16250,119,27,2,4,2422,22.82,31.56,0.858,96.88,71.84,2025-08-20
16251,119,27,2,4,2781,20.55,25.86,2.007,53.58,84.83,2025-10-09
16252,268,194,13,5,2697,30.47,21.55,0.961,52.49,74.07,2025-07-24
16253,288,43,3,2,890,18.27,17.44,1.419,75.34,97.29,2025-10-02
16254,290,378,26,3,2514,15.24,31.28,0.704,35.18,68.45,2025-08-14
16255,183,183,12,3,2100,23.03,28.53,2.753,43.16,85.25,2025-10-15
16256,268,194,13,5,1957,21.09,16.52,0.99,66.45,64.87,2025-08-11
16257,181,70,5,1,152,21.65,19.82,0.719,56.21,50.19,2025-08-07
16258,251,123,8,4,1033,24.65,33.09,1.859,52.06,59.17,2025-09-24
16259,205,4,1,4,1190,25.84,23.7,0.3,52.14,34.72,2025-07-22
16260,92,176,12,3,720,24.24,21.77,0.402,64.8,97.27,2025-07-24
16261,295,74,5,1,1536,21.28,18.8,0.395,48.0,72.49,2025-09-29
16262,129,231,16,5,257,13.18,15.69,1.234,71.3,53.22,2025-09-27
16263,255,67,5,1,786,10.1,28.37,1.549,47.33,57.19,2025-08-27
16264,283,223,15,4,112,23.66,18.86,1.201,26.9,43.41,2025-07-28
16265,122,234,16,5,1908,37.2,15.75,0.907,32.31,47.31,2025-10-26
16266,290,378,26,3,435,15.12,24.33,1.684,16.8,48.29,2025-10-10
16267,237,158,10,1,1047,24.97,18.44,0.618,44.19,74.08,2025-09-26
16268,225,283,19,5,2484,34.64,22.33,0.574,34.07,49.45,2025-10-22
16269,261,268,18,5,1744,41.96,23.06,1.113,58.48,43.04,2025-10-28
16270,255,67,5,1,650,12.54,27.59,0.429,75.08,81.87,2025-07-25
16271,231,340,23,4,2506,35.85,18.71,0.898,47.6,58.02,2025-07-15
16272,138,29,2,4,105,34.03,23.43,0.953,43.5,42.0,2025-08-17
16273,239,297,20,1,1908,20.87,28.03,1.664,51.19,56.18,2025-09-04
16274,95,55,4,4,612,27.68,19.27,0.736,80.05,65.43,2025-10-26
16275,81,170,11,2,2316,12.87,26.6,0.732,37.99,82.85,2025-08-15
16276,90,428,29,1,24,27.97,27.66,0.948,78.64,55.3,2025-08-17
16277,115,136,9,2,980,34.16,19.52,1.0,35.3,95.6,2025-09-25
16278,6,363,25,2,508,13.51,9.73,0.467,60.23,59.79,2025-08-19
16279,5,202,13,5,2336,34.29,18.29,1.584,38.49,69.23,2025-08-28
16280,258,207,14,4,1572,33.17,29.32,0.647,39.72,48.41,2025-09-12
16281,174,160,11,2,491,24.83,12.3,0.975,92.24,82.03,2025-09-15
16282,196,406,28,2,1559,24.28,12.21,0.555,43.27,80.84,2025-07-15
16283,150,99,7,1,1814,27.9,27.86,0.962,48.51,96.4,2025-08-26
16284,144,433,30,2,289,17.53,18.83,1.582,29.94,84.5,2025-10-02
16285,261,268,18,5,901,24.79,13.15,0.406,54.31,41.92,2025-09-01
16286,236,361,25,2,815,18.14,16.03,0.298,66.61,83.37,2025-07-31
16287,201,87,6,1,303,28.04,21.35,0.618,62.96,47.25,2025-10-21
16288,237,158,10,1,1559,33.19,22.2,0.889,43.32,43.73,2025-08-10
16289,76,337,23,4,909,11.81,21.34,0.8,38.87,80.16,2025-08-09
16290,20,293,20,1,739,22.85,22.56,1.241,72.97,59.96,2025-08-28
16291,158,215,15,4,454,17.35,28.42,0.765,100.0,82.02,2025-08-27
16292,128,5,1,4,2659,14.46,16.43,1.927,44.53,98.42,2025-08-21
16293,240,296,20,1,781,25.56,15.14,1.209,53.07,51.62,2025-10-26
16294,139,396,27,1,3,29.13,24.06,0.415,66.74,54.42,2025-09-25
16295,198,318,22,1,968,29.08,14.75,0.026,48.42,53.56,2025-09-29
16296,247,236,16,5,2252,31.98,26.73,1.41,67.28,82.42,2025-07-19
16297,203,124,8,4,255,30.05,22.37,1.21,34.73,94.63,2025-10-09
16298,224,311,21,1,1169,23.95,18.71,0.03,70.46,73.19,2025-07-29
16299,44,208,14,4,1882,20.71,19.05,0.047,31.87,31.45,2025-09-19
16300,233,46,3,2,1455,22.89,28.58,0.799,70.98,37.26,2025-10-03
16301,68,57,4,4,2699,25.09,31.0,0.687,20.71,31.91,2025-07-07
16302,230,129,9,2,2627,29.48,31.64,1.977,48.79,96.96,2025-08-11
16303,120,45,3,2,2038,25.87,12.87,1.937,81.82,93.7,2025-08-29
16304,86,367,26,3,402,23.34,18.93,0.863,78.38,97.7,2025-07-30
16305,154,415,28,2,1224,15.93,32.13,1.143,55.38,74.22,2025-10-19
16306,211,95,6,1,1774,20.09,17.51,1.588,51.95,69.38,2025-08-16
16307,32,199,13,5,328,38.83,20.24,0.262,45.08,68.34,2025-10-19
16308,24,408,28,2,1529,30.8,21.24,0.553,26.09,51.41,2025-10-28
16309,189,152,10,1,796,19.39,31.13,0.743,44.67,31.82,2025-10-22
16310,137,388,27,1,450,29.83,17.9,0.658,91.99,85.36,2025-08-28
16311,176,366,25,2,2467,29.58,29.61,0.016,49.34,30.12,2025-09-13
16312,38,370,26,3,1956,24.77,17.22,0.615,46.21,82.54,2025-09-12
16313,175,165,11,2,1171,38.01,29.25,0.493,44.14,70.65,2025-08-06
16314,36,21,2,4,896,28.64,29.04,1.521,23.22,77.71,2025-08-03
16315,229,438,30,2,2789,16.54,22.46,0.962,15.55,42.39,2025-10-02
16316,243,127,9,2,1368,17.3,16.64,1.111,60.44,36.77,2025-09-16
16317,157,273,19,5,2597,14.13,25.62,0.738,65.46,89.7,2025-10-02
16318,131,13,1,4,1436,12.87,21.27,0.93,55.41,89.27,2025-09-20
16319,265,391,27,1,2010,32.7,16.86,1.057,44.67,94.13,2025-09-27
16320,177,23,2,4,886,23.27,28.93,1.253,46.17,34.34,2025-10-13
16321,154,415,28,2,2543,14.93,25.28,1.266,17.29,72.64,2025-09-14
16322,231,340,23,4,379,14.88,26.45,0.605,65.39,81.52,2025-09-11
16323,261,268,18,5,1624,18.43,23.55,0.858,74.92,85.58,2025-09-10
16324,24,408,28,2,1628,25.6,21.44,1.466,45.6,93.52,2025-09-02
16325,18,213,15,4,1827,24.28,33.95,0.866,62.19,81.91,2025-08-19
16326,64,280,19,5,823,23.6,19.43,0.376,85.5,40.27,2025-08-02
16327,114,203,13,5,1610,13.49,19.1,0.299,51.17,36.39,2025-09-25
16328,172,51,4,4,1156,27.98,25.14,1.678,37.7,33.22,2025-08-17
16329,167,392,27,1,694,31.38,28.32,0.016,42.72,75.56,2025-08-16
16330,169,312,21,1,769,29.81,28.9,1.547,22.66,45.83,2025-07-21
16331,207,184,12,3,1180,21.58,25.83,1.759,52.75,56.55,2025-07-02
16332,187,267,18,5,54,23.79,23.68,1.154,45.38,50.82,2025-09-06
16333,261,268,18,5,6,19.03,21.05,0.443,42.33,48.06,2025-08-23
16334,132,257,18,5,1083,27.16,28.19,0.453,76.85,92.09,2025-08-02
16335,98,419,29,1,918,25.75,23.72,1.259,10.96,95.47,2025-09-28
16336,60,61,4,4,1202,20.37,29.47,0.66,21.56,57.49,2025-07-23
16337,238,25,2,4,1145,12.88,22.1,0.39,55.78,55.82,2025-07-11
16338,199,413,28,2,835,11.73,21.66,1.528,57.02,40.54,2025-10-25
16339,209,155,10,1,670,36.64,13.96,1.258,72.5,81.14,2025-07-13
16340,46,180,12,3,1424,16.9,31.3,1.483,51.21,83.42,2025-07-09
16341,292,77,5,1,2550,23.92,35.16,0.867,74.27,71.87,2025-07-25
16342,188,96,6,1,2156,30.01,14.8,1.102,34.92,52.79,2025-07-05
16343,73,372,26,3,1616,22.47,20.76,0.899,42.4,31.9,2025-08-13
16344,159,272,19,5,2633,19.14,18.08,1.111,69.82,57.88,2025-07-17
16345,17,166,11,2,1197,26.21,17.87,1.428,56.04,81.58,2025-10-19
16346,4,147,10,1,2567,25.24,30.74,1.732,84.16,71.66,2025-08-28
16347,119,27,2,4,1177,21.8,21.67,0.666,74.74,30.88,2025-10-16
16348,5,202,13,5,2533,30.7,15.85,0.045,50.93,76.82,2025-09-20
16349,80,137,9,2,1925,31.04,10.7,0.468,90.69,46.44,2025-09-24
16350,201,87,6,1,984,23.67,14.65,0.829,40.79,66.98,2025-09-20
16351,105,233,16,5,1998,23.79,25.27,1.656,65.94,49.76,2025-08-30
16352,50,292,20,1,2484,6.69,35.47,0.577,32.72,63.2,2025-08-23
16353,206,113,8,4,2248,28.64,21.28,0.808,44.27,60.22,2025-07-23
16354,204,47,3,2,1222,26.18,30.14,1.11,24.97,61.73,2025-08-11
16355,210,299,20,1,1212,26.78,10.43,0.908,44.14,76.11,2025-10-15
16356,79,114,8,4,1632,27.61,27.62,0.913,50.1,76.68,2025-10-19
16357,3,319,22,1,2834,17.92,20.59,1.864,76.15,39.48,2025-08-10
16358,4,147,10,1,2283,31.03,12.1,1.451,39.38,71.98,2025-10-07
16359,148,131,9,2,1751,29.68,19.73,1.072,42.05,33.19,2025-08-07
16360,193,259,18,5,627,17.13,19.27,0.836,13.79,92.81,2025-08-18
16361,31,401,28,2,171,20.04,20.89,0.918,44.6,67.84,2025-08-29
16362,9,382,26,3,2806,31.47,27.72,1.493,64.21,90.58,2025-08-29
16363,70,326,22,1,2261,25.63,12.15,0.697,56.5,38.16,2025-10-26
16364,298,316,22,1,1601,27.69,19.66,0.708,52.1,67.47,2025-10-26
16365,246,368,26,3,1620,27.14,25.55,2.405,66.04,73.5,2025-07-04
16366,73,372,26,3,2506,31.25,14.42,1.716,50.29,41.14,2025-09-23
16367,4,147,10,1,1116,33.65,25.99,0.72,72.99,82.06,2025-08-15
16368,211,95,6,1,1905,18.46,14.5,1.223,39.25,44.38,2025-10-26
16369,29,405,28,2,1083,27.41,22.62,0.847,93.66,76.48,2025-08-27
16370,148,131,9,2,925,13.63,16.94,1.334,19.86,33.34,2025-10-09
16371,171,427,29,1,2333,17.76,16.72,0.583,63.14,49.61,2025-07-07
16372,264,397,28,2,2479,19.3,12.52,1.89,53.15,43.75,2025-07-17
16373,62,154,10,1,164,10.47,26.92,0.751,79.5,65.0,2025-08-25
16374,75,432,30,2,760,31.52,28.91,0.379,59.28,59.2,2025-08-30
16375,274,48,4,4,9,30.73,24.4,2.145,36.98,30.6,2025-09-23
16376,75,432,30,2,1366,26.98,21.41,1.918,91.66,86.93,2025-07-13
16377,152,344,23,4,2434,24.44,15.99,0.458,19.47,82.82,2025-07-21
16378,224,311,21,1,1705,17.87,27.42,0.334,46.23,32.9,2025-09-20
16379,64,280,19,5,1716,21.62,25.97,0.568,57.39,82.91,2025-10-14
16380,271,357,25,2,126,27.15,26.67,1.414,77.02,85.6,2025-08-09
16381,264,397,28,2,1159,14.11,21.73,1.499,41.78,30.69,2025-08-20
16382,8,384,26,3,69,26.9,22.49,1.517,53.0,70.04,2025-08-25
16383,274,48,4,4,2411,22.08,19.17,1.314,40.6,80.9,2025-09-16
16384,1,190,13,5,1049,9.89,14.8,0.905,41.02,64.52,2025-07-23
16385,28,399,28,2,21,27.01,32.39,1.221,38.56,73.7,2025-10-27
16386,195,436,30,2,318,35.34,21.12,0.427,48.55,30.22,2025-07-08
16387,236,361,25,2,880,23.39,29.34,2.528,37.56,89.04,2025-08-01
16388,64,280,19,5,338,8.3,25.91,0.993,74.96,39.12,2025-08-24
16389,172,51,4,4,20,33.15,29.19,1.308,44.27,67.14,2025-07-11
16390,182,355,25,2,1346,32.04,17.85,1.334,28.68,51.05,2025-08-23
16391,96,353,24,4,2398,23.99,24.19,1.423,54.74,44.33,2025-08-04
16392,214,52,4,4,587,15.27,20.19,1.028,8.74,82.48,2025-07-22
16393,287,350,24,4,2092,20.11,13.27,1.371,29.07,63.64,2025-09-08
16394,26,88,6,1,2648,32.23,22.73,0.594,69.14,32.62,2025-09-29
16395,150,99,7,1,689,39.96,32.98,0.571,50.4,85.48,2025-09-22
16396,88,118,8,4,418,15.18,21.13,0.858,31.28,50.52,2025-08-14
16397,188,96,6,1,116,25.85,24.33,0.682,62.07,41.05,2025-10-16
16398,168,26,2,4,611,19.79,25.71,2.274,100.0,89.14,2025-07-22
16399,98,419,29,1,1880,31.27,18.75,0.59,29.67,31.98,2025-07-09
16400,6,363,25,2,269,12.3,23.59,2.126,53.87,46.63,2025-10-20
16401,84,163,11,2,958,25.9,27.6,1.55,46.62,96.9,2025-09-13
16402,205,4,1,4,949,27.49,26.86,0.731,54.41,72.86,2025-09-18
16403,73,372,26,3,2170,26.69,20.88,1.083,42.35,83.49,2025-09-26
16404,149,174,12,3,2826,32.43,20.72,1.137,68.24,40.25,2025-10-17
16405,92,176,12,3,1411,34.6,18.58,0.651,76.08,91.82,2025-09-16
16406,74,282,19,5,2063,26.3,27.38,0.935,69.12,48.71,2025-10-06
16407,73,372,26,3,1617,24.61,21.9,0.971,45.27,37.87,2025-10-04
16408,244,369,26,3,535,39.73,29.5,0.627,51.66,78.51,2025-08-05
16409,118,175,12,3,2086,22.24,25.98,0.966,60.18,51.4,2025-07-21
16410,33,205,14,4,2333,26.47,19.07,1.501,72.83,73.27,2025-07-07
16411,38,370,26,3,2454,35.29,18.27,0.764,35.3,47.26,2025-08-02
16412,215,37,3,2,1999,14.76,37.07,1.642,31.31,50.55,2025-08-30
16413,260,303,20,1,1875,23.32,23.62,0.334,77.96,44.72,2025-09-30
16414,286,310,21,1,361,15.46,21.6,1.548,65.26,59.08,2025-07-17
16415,130,187,12,3,1710,28.28,25.32,1.178,53.03,40.19,2025-09-19
16416,92,176,12,3,2798,29.8,23.16,1.616,15.74,86.81,2025-09-12
16417,115,136,9,2,307,27.65,29.66,0.552,68.72,39.09,2025-09-18
16418,203,124,8,4,2628,33.41,24.68,0.633,63.33,34.65,2025-07-20
16419,82,197,13,5,553,15.2,23.15,0.599,76.16,76.52,2025-07-29
16420,126,12,1,4,1703,15.92,21.71,1.991,61.84,63.21,2025-10-25
16421,196,406,28,2,2529,19.59,32.07,1.732,63.42,54.63,2025-09-07
16422,262,1,1,4,1837,22.5,21.24,1.18,52.68,57.55,2025-08-07
16423,266,250,17,3,2444,24.65,24.04,1.527,80.78,77.62,2025-10-19
16424,198,318,22,1,448,22.5,25.11,0.248,73.01,45.42,2025-07-21
16425,221,278,19,5,944,24.73,17.79,0.08,44.63,40.11,2025-07-11
16426,162,78,5,1,473,20.34,22.13,0.997,46.57,66.72,2025-07-04
16427,206,113,8,4,1158,29.79,35.97,0.248,59.69,79.45,2025-09-07
16428,183,183,12,3,1417,8.26,28.58,0.276,54.93,96.98,2025-09-21
16429,178,63,4,4,1303,31.68,25.64,1.283,58.56,99.7,2025-07-22
16430,25,191,13,5,1861,19.27,22.86,0.964,53.84,77.74,2025-07-25
16431,89,125,8,4,1702,15.72,20.33,0.219,55.03,42.01,2025-07-05
16432,61,71,5,1,2827,37.7,17.65,0.67,37.62,64.08,2025-09-23
16433,168,26,2,4,1252,16.67,22.39,0.83,39.81,91.01,2025-08-18
16434,96,353,24,4,345,39.07,21.38,2.454,36.96,38.41,2025-10-12
16435,39,40,3,2,2337,28.77,27.7,0.251,53.14,55.54,2025-10-13
16436,75,432,30,2,2766,19.26,31.27,0.213,44.79,59.7,2025-09-01
16437,245,298,20,1,1923,15.43,24.49,1.185,40.0,99.24,2025-09-07
16438,48,75,5,1,2366,38.58,39.33,1.493,69.05,57.23,2025-08-31
16439,98,419,29,1,1632,25.59,18.07,1.044,51.36,72.35,2025-08-20
16440,189,152,10,1,796,33.18,16.23,0.961,45.86,90.92,2025-10-10
16441,136,145,10,1,57,24.28,19.0,1.723,50.43,44.44,2025-09-30
16442,282,309,21,1,457,23.23,28.95,0.141,32.18,64.06,2025-07-26
16443,107,122,8,4,670,16.34,24.05,0.254,53.28,55.39,2025-07-12
16444,132,257,18,5,2424,22.55,19.85,1.054,23.79,80.3,2025-07-18
16445,268,194,13,5,340,23.7,26.23,1.451,74.35,44.3,2025-09-13
16446,113,359,25,2,1018,21.93,26.41,1.407,62.83,57.1,2025-07-23
16447,64,280,19,5,1661,31.82,14.98,1.35,43.01,80.19,2025-10-28
16448,134,103,7,1,558,25.62,18.32,0.152,32.37,86.09,2025-08-01
16449,35,211,14,4,2759,25.85,26.34,2.027,44.71,51.86,2025-10-26
16450,106,241,17,3,327,12.53,7.63,0.046,41.73,99.34,2025-10-09
16451,36,21,2,4,2492,28.2,28.63,1.532,64.68,99.17,2025-10-10
16452,141,314,21,1,2290,25.37,23.91,1.032,64.25,86.02,2025-08-05
16453,287,350,24,4,2282,28.16,20.35,2.24,61.75,42.64,2025-08-22
16454,286,310,21,1,1634,22.07,10.53,0.996,55.42,34.45,2025-09-26
16455,189,152,10,1,548,23.13,24.21,1.661,30.74,82.11,2025-07-12
16456,286,310,21,1,2397,19.46,22.14,1.093,86.24,95.14,2025-08-03
16457,213,404,28,2,2754,19.86,16.52,0.006,85.83,76.96,2025-07-17
16458,194,308,21,1,502,22.52,19.7,0.947,39.67,72.45,2025-07-10
16459,75,432,30,2,2543,18.04,23.01,0.627,26.64,93.0,2025-10-17
16460,70,326,22,1,375,9.85,19.5,0.747,47.9,85.85,2025-09-23
16461,201,87,6,1,1892,28.88,17.79,0.588,62.24,36.25,2025-10-28
16462,52,351,24,4,1871,9.42,28.98,0.636,68.01,87.85,2025-08-02
16463,267,109,7,1,2008,26.92,16.22,0.033,70.23,66.97,2025-09-26
16464,5,202,13,5,727,25.38,22.35,1.737,24.68,41.81,2025-09-22
16465,151,220,15,4,2050,29.32,21.96,1.234,62.68,88.76,2025-10-05
16466,227,394,27,1,1248,24.36,26.48,0.044,60.34,73.58,2025-08-16
16467,123,185,12,3,2419,23.23,24.64,0.699,24.31,69.84,2025-09-05
16468,93,62,4,4,741,27.12,28.73,0.361,51.39,44.44,2025-10-22
16469,171,427,29,1,2649,31.33,24.18,1.322,61.91,92.58,2025-10-05
16470,134,103,7,1,783,12.18,4.62,1.926,56.65,74.29,2025-07-14
16471,132,257,18,5,201,22.79,21.21,1.289,77.47,80.74,2025-07-05
16472,25,191,13,5,2520,27.51,28.52,0.144,44.92,71.93,2025-10-15
16473,71,271,18,5,2067,14.74,17.86,1.117,88.82,73.35,2025-09-16
16474,141,314,21,1,1012,19.29,25.57,2.671,56.42,31.55,2025-07-26
16475,38,370,26,3,1406,26.05,22.04,1.704,68.56,64.98,2025-08-17
16476,265,391,27,1,1095,27.81,18.6,1.473,44.58,90.6,2025-10-26
16477,213,404,28,2,2208,29.01,24.82,0.975,43.85,70.25,2025-10-25
16478,4,147,10,1,525,30.43,22.59,1.54,61.39,52.01,2025-09-18
16479,15,238,16,5,2550,25.7,20.45,1.321,85.42,65.45,2025-09-28
16480,244,369,26,3,2088,19.95,13.28,1.255,34.89,31.92,2025-08-05
16481,78,291,20,1,1276,23.12,23.05,0.494,58.66,37.18,2025-10-17
16482,83,390,27,1,1227,20.76,13.74,1.214,74.49,36.31,2025-08-05
16483,245,298,20,1,879,37.0,12.38,1.214,100.0,75.95,2025-09-16
16484,53,431,30,2,862,15.24,12.14,0.632,35.99,93.31,2025-10-06
16485,46,180,12,3,378,21.52,28.05,1.408,56.44,92.44,2025-08-19
16486,15,238,16,5,900,30.2,23.05,0.374,29.73,64.08,2025-10-21
16487,196,406,28,2,1133,22.89,25.54,0.527,40.03,59.12,2025-10-07
16488,284,214,15,4,949,34.19,19.31,1.133,52.13,42.11,2025-07-07
16489,116,189,13,5,760,18.08,16.18,0.829,70.7,85.82,2025-10-28
16490,221,278,19,5,2408,24.32,26.11,0.23,64.55,33.28,2025-07-02
16491,14,144,10,1,240,21.29,16.65,1.38,62.93,79.29,2025-10-02
16492,299,153,10,1,2709,34.55,15.56,1.91,45.72,37.09,2025-10-03
16493,284,214,15,4,697,20.43,21.01,1.282,58.89,42.12,2025-08-30
16494,85,435,30,2,113,21.5,12.22,0.534,68.75,56.45,2025-10-10
16495,168,26,2,4,2210,22.24,15.98,1.126,34.33,64.48,2025-09-13
16496,169,312,21,1,2220,33.39,18.15,0.827,38.32,72.77,2025-08-08
16497,194,308,21,1,1330,19.12,14.93,1.452,54.81,38.59,2025-10-21
16498,152,344,23,4,1348,27.43,18.67,1.838,51.98,42.32,2025-10-14
16499,200,117,8,4,2115,13.02,14.48,1.709,64.7,41.46,2025-09-02
16500,142,219,15,4,2862,12.45,20.74,0.862,54.27,74.07,2025-10-03
16501,5,202,13,5,351,39.64,20.24,1.019,55.73,67.11,2025-08-02
16502,164,3,1,4,2635,27.67,22.8,1.449,66.7,57.21,2025-08-18
16503,214,52,4,4,2615,32.99,20.04,0.78,66.47,89.83,2025-08-01
16504,124,441,30,2,1852,23.35,15.4,0.998,60.52,96.64,2025-08-19
16505,243,127,9,2,549,8.45,19.33,1.804,44.05,32.94,2025-10-24
16506,111,89,6,1,666,15.05,14.9,0.363,33.21,51.75,2025-09-03
16507,67,252,17,3,2435,30.96,20.04,0.733,34.13,64.44,2025-09-16
16508,38,370,26,3,629,20.56,19.18,1.732,51.18,34.36,2025-07-15
16509,232,79,5,1,596,23.58,21.37,1.014,81.96,38.2,2025-09-30
16510,69,218,15,4,2550,19.49,14.76,0.607,44.18,59.17,2025-09-15
16511,291,323,22,1,2764,20.84,24.35,1.257,98.8,75.86,2025-08-18
16512,158,215,15,4,61,18.26,21.86,1.446,77.97,89.39,2025-10-26
16513,37,58,4,4,749,12.45,19.03,0.879,84.13,39.49,2025-07-11
16514,59,217,15,4,1636,20.76,15.11,1.551,53.49,72.87,2025-10-06
16515,95,55,4,4,207,21.06,26.92,0.997,60.62,96.89,2025-10-19
16516,134,103,7,1,766,20.14,29.05,0.337,62.42,43.49,2025-07-08
