YieldRecordID,FieldID,FarmID,RegionID,CropID,SeasonID,DateTimeID,AreaHectares,YieldTonnes,YieldPerHectare,MoisturePct,Grade,CreatedDate
20053,205,14,4,1,1,1192,9.08,3.111,0.343,7.83,A,2025-08-31
20054,306,21,1,1,3,1301,9.6,5.695,0.593,11.67,A,2025-10-24
20055,399,28,2,2,2,2133,10.45,1.854,0.177,11.55,A,2025-10-05
20056,169,11,2,7,2,1821,1.45,7.052,4.863,13.01,B,2025-07-26
20057,97,6,1,6,2,1856,7.71,3.203,0.415,12.22,B,2025-09-19
20058,115,8,4,5,1,83,11.23,1.208,0.108,15.47,B,2025-08-02
20059,205,14,4,2,1,1166,10.02,4.847,0.484,16.35,A,2025-07-18
20060,411,28,2,3,3,317,11.74,6.929,0.59,14.35,B,2025-07-04
20061,264,18,5,1,1,1251,4.42,5.777,1.307,6.0,B,2025-08-27
20062,159,10,1,8,2,2507,7.35,6.34,0.863,12.85,B,2025-10-11
20063,304,20,1,6,2,533,10.44,1.435,0.137,14.16,A,2025-08-31
20064,72,5,1,1,3,2155,2.73,3.26,1.194,17.98,C,2025-09-09
20065,392,27,1,2,2,186,10.79,3.758,0.348,13.45,B,2025-10-01
20066,307,21,1,7,3,1010,8.94,10.056,1.125,14.03,C,2025-08-29
20067,92,6,1,6,1,1314,1.56,7.875,5.048,8.57,A,2025-09-19
20068,180,12,3,2,1,1943,5.03,8.667,1.723,8.12,C,2025-07-31
20069,263,18,5,6,3,116,11.08,3.176,0.287,11.17,B,2025-09-12
20070,187,12,3,1,2,704,0.65,6.842,10.526,10.67,B,2025-08-06
20071,220,15,4,1,2,2735,5.02,3.136,0.625,10.87,C,2025-10-06
20072,37,3,2,3,3,2843,11.83,5.896,0.498,11.61,B,2025-09-13
20073,429,29,1,7,1,364,3.89,2.995,0.77,8.08,B,2025-10-22
20074,97,6,1,6,2,2073,5.12,6.602,1.289,6.21,A,2025-10-17
20075,442,30,2,5,2,1926,10.14,13.921,1.373,12.36,C,2025-10-11
20076,308,21,1,7,2,1213,1.61,5.123,3.182,10.26,A,2025-09-21
20077,8,1,4,8,1,2456,11.02,5.09,0.462,13.41,B,2025-09-28
20078,375,26,3,6,3,1547,1.42,8.284,5.834,10.85,C,2025-09-10
20079,302,20,1,1,3,2653,11.29,3.982,0.353,13.65,A,2025-08-02
20080,386,26,3,7,1,2068,5.84,7.304,1.251,15.32,A,2025-10-20
20081,428,29,1,1,1,346,8.54,9.857,1.154,9.62,A,2025-08-20
20082,263,18,5,1,1,1427,4.04,4.501,1.114,8.12,B,2025-07-05
20083,344,23,4,2,1,2764,6.9,4.492,0.651,12.4,B,2025-07-19
20084,350,24,4,2,1,1690,3.31,4.238,1.28,17.08,B,2025-07-18
20085,410,28,2,5,1,114,9.43,11.203,1.188,10.05,B,2025-09-01
20086,172,11,2,8,2,1028,9.65,5.009,0.519,11.7,A,2025-10-05
20087,394,27,1,4,2,1136,1.67,1.653,0.99,12.78,A,2025-08-12
20088,26,2,4,7,2,1456,9.01,8.294,0.921,11.64,A,2025-07-02
20089,106,7,1,5,2,2673,11.03,2.463,0.223,13.77,A,2025-07-16
20090,107,7,1,8,2,827,9.33,1.831,0.196,16.33,A,2025-08-09
20091,290,19,5,5,2,1463,1.31,6.701,5.115,11.72,B,2025-09-16
20092,391,27,1,1,1,727,2.46,9.645,3.921,9.17,B,2025-07-14
20093,60,4,4,3,3,1639,6.28,7.783,1.239,13.45,B,2025-09-23
20094,50,4,4,1,1,1424,3.25,9.929,3.055,12.53,C,2025-07-13
20095,308,21,1,2,1,1297,8.26,2.566,0.311,9.74,B,2025-07-19
20096,217,15,4,4,3,1387,4.94,2.13,0.431,15.35,A,2025-10-21
20097,196,13,5,8,1,361,5.14,11.801,2.296,10.95,A,2025-08-24
20098,251,17,3,2,2,85,4.09,12.271,3.0,16.16,C,2025-09-10
20099,30,2,4,8,3,2205,2.17,5.934,2.735,10.49,A,2025-10-23
20100,51,4,4,2,2,2166,7.38,6.756,0.915,9.5,A,2025-07-24
20101,48,4,4,4,1,1133,2.77,3.85,1.39,13.03,B,2025-08-07
20102,413,28,2,7,2,1483,3.1,6.994,2.256,6.0,A,2025-07-26
20103,383,26,3,4,2,1570,10.04,4.049,0.403,8.65,A,2025-09-15
20104,363,25,2,8,2,117,7.92,3.478,0.439,15.96,A,2025-08-26
20105,419,29,1,3,3,1756,4.27,7.115,1.666,10.57,A,2025-09-14
20106,73,5,1,5,3,2819,10.35,6.775,0.655,12.34,A,2025-08-21
20107,5,1,4,1,2,1773,10.41,8.356,0.803,14.09,B,2025-10-28
20108,318,22,1,1,3,1753,8.7,4.846,0.557,13.99,A,2025-10-19
20109,6,1,4,5,3,1914,4.0,4.061,1.015,13.58,B,2025-07-02
20110,339,23,4,6,1,2137,6.97,1.366,0.196,10.61,A,2025-09-23
20111,185,12,3,1,3,575,11.51,2.606,0.226,11.58,C,2025-10-01
20112,78,5,1,4,1,2513,3.15,6.06,1.924,11.14,B,2025-08-18
20113,165,11,2,1,2,2333,11.68,6.858,0.587,12.68,A,2025-08-24
20114,366,25,2,4,2,153,0.73,7.486,10.255,13.53,A,2025-08-29
20115,84,6,1,4,1,241,11.68,2.867,0.245,14.23,A,2025-10-28
20116,118,8,4,7,1,279,5.87,5.043,0.859,7.35,C,2025-09-12
20117,93,6,1,1,3,2325,10.65,5.241,0.492,11.91,C,2025-07-14
20118,384,26,3,6,1,1459,8.84,3.801,0.43,9.01,B,2025-09-03
20119,47,3,2,3,1,661,6.54,8.996,1.376,13.56,B,2025-08-28
20120,148,10,1,1,3,2611,9.46,7.672,0.811,12.22,B,2025-09-03
20121,327,22,1,5,3,2133,10.34,6.798,0.657,10.36,C,2025-10-02
20122,359,25,2,5,3,319,3.46,8.458,2.445,8.24,A,2025-09-05
20123,387,27,1,4,1,2346,2.98,5.531,1.856,18.63,C,2025-08-30
20124,201,13,5,4,2,1875,7.17,4.643,0.648,9.27,B,2025-07-29
20125,403,28,2,2,2,2847,11.0,9.347,0.85,12.4,B,2025-08-27
20126,416,29,1,4,1,1190,9.59,12.489,1.302,11.71,A,2025-10-24
20127,232,16,5,8,1,1780,1.74,6.723,3.864,9.81,A,2025-07-15
20128,311,21,1,3,1,352,7.29,1.589,0.218,9.88,B,2025-07-21
20129,376,26,3,6,1,1010,8.3,3.255,0.392,12.78,A,2025-07-02
20130,272,19,5,8,1,79,7.28,2.243,0.308,7.93,A,2025-10-25
20131,265,18,5,6,1,1379,3.59,15.394,4.288,13.47,C,2025-08-07
20132,179,12,3,5,3,2768,2.02,6.087,3.013,12.18,B,2025-09-18
20133,392,27,1,4,1,2318,2.2,2.359,1.072,11.78,B,2025-08-03
20134,269,18,5,4,2,1964,4.59,1.347,0.293,9.04,A,2025-10-19
20135,330,23,4,3,3,2261,1.03,8.53,8.282,13.55,A,2025-10-22
20136,206,14,4,2,2,268,5.95,6.148,1.033,11.52,A,2025-09-04
20137,217,15,4,1,3,2532,5.04,12.268,2.434,12.67,B,2025-09-13
20138,381,26,3,1,3,999,1.79,4.292,2.398,8.84,B,2025-08-05
20139,316,22,1,6,2,1106,7.27,7.065,0.972,10.69,B,2025-10-25
20140,60,4,4,3,2,2077,5.61,3.114,0.555,15.21,C,2025-10-19
20141,324,22,1,8,1,898,8.61,4.497,0.522,15.61,C,2025-09-11
20142,26,2,4,3,2,1632,7.74,5.065,0.654,10.37,A,2025-10-22
20143,13,1,4,8,2,1525,6.42,7.708,1.201,8.02,A,2025-09-12
20144,162,11,2,2,2,1898,10.0,5.005,0.5,14.18,A,2025-07-24
20145,317,22,1,5,3,1329,11.61,5.403,0.465,7.58,B,2025-09-21
20146,23,2,4,3,2,94,9.77,2.509,0.257,13.03,B,2025-08-11
20147,405,28,2,3,3,2080,4.17,8.033,1.926,11.68,B,2025-10-16
20148,120,8,4,1,3,1431,8.73,8.08,0.926,8.59,A,2025-09-19
20149,313,21,1,1,3,2100,0.94,6.114,6.504,11.53,A,2025-07-05
20150,323,22,1,7,3,1122,2.95,7.487,2.538,14.09,B,2025-07-31
20151,330,23,4,6,2,1490,1.37,2.749,2.007,13.35,B,2025-07-13
20152,330,23,4,4,2,870,9.56,3.638,0.381,14.15,B,2025-10-19
20153,439,30,2,3,1,2401,5.92,4.509,0.762,9.8,A,2025-09-15
20154,193,13,5,7,2,396,3.4,0.678,0.199,13.72,A,2025-07-30
20155,227,16,5,5,3,2223,0.64,3.001,4.689,11.97,A,2025-10-24
20156,359,25,2,6,2,2328,9.63,2.909,0.302,10.44,A,2025-07-21
20157,56,4,4,7,3,1175,8.84,2.995,0.339,6.0,C,2025-10-20
20158,145,10,1,5,3,605,5.27,2.939,0.558,12.93,C,2025-09-13
20159,195,13,5,1,1,2498,10.28,1.182,0.115,14.12,A,2025-09-23
20160,326,22,1,4,3,37,10.45,2.718,0.26,8.6,B,2025-10-20
20161,75,5,1,2,2,1806,1.9,1.824,0.96,12.39,A,2025-08-12
20162,128,9,2,4,3,740,10.87,3.403,0.313,14.45,A,2025-09-03
20163,105,7,1,3,2,2709,5.99,1.893,0.316,9.91,B,2025-08-30
20164,438,30,2,2,1,844,9.77,5.404,0.553,15.79,C,2025-10-07
20165,246,17,3,8,3,565,7.22,9.461,1.31,14.01,C,2025-08-12
20166,22,2,4,5,1,2255,8.78,5.469,0.623,13.95,B,2025-09-29
20167,68,5,1,6,2,1586,4.44,7.557,1.702,15.38,A,2025-09-14
20168,441,30,2,4,1,199,11.75,2.345,0.2,11.71,A,2025-10-15
20169,3,1,4,7,2,373,0.57,2.211,3.879,16.95,A,2025-07-15
20170,146,10,1,8,1,1098,1.54,4.915,3.192,6.0,B,2025-09-23
20171,270,18,5,7,1,2526,3.01,4.535,1.507,12.36,C,2025-07-02
20172,305,20,1,2,3,1833,1.46,9.011,6.172,9.5,C,2025-07-27
20173,387,27,1,5,1,1097,5.17,4.932,0.954,11.78,C,2025-08-11
20174,76,5,1,6,3,404,4.58,6.833,1.492,11.12,B,2025-09-01
20175,376,26,3,1,1,2644,10.44,4.112,0.394,10.93,A,2025-07-31
20176,367,26,3,3,3,685,8.76,5.175,0.591,11.87,A,2025-07-14
20177,235,16,5,6,2,1603,9.88,7.741,0.784,17.88,A,2025-07-05
20178,261,18,5,3,1,1919,6.91,3.9,0.564,12.99,A,2025-07-26
20179,48,4,4,2,1,1894,11.23,5.409,0.482,13.99,A,2025-07-12
20180,435,30,2,8,1,564,1.43,5.269,3.685,12.82,A,2025-10-12
20181,28,2,4,5,3,89,6.96,6.295,0.904,12.74,A,2025-08-31
20182,73,5,1,2,3,1759,0.51,4.486,8.796,11.03,A,2025-09-07
20183,45,3,2,3,3,401,7.42,3.366,0.454,13.08,A,2025-10-28
20184,105,7,1,3,1,2098,6.35,6.334,0.997,14.49,A,2025-09-14
20185,61,4,4,3,1,996,4.98,3.371,0.677,7.58,A,2025-09-10
20186,38,3,2,2,3,504,8.54,3.156,0.37,11.82,A,2025-09-01
20187,17,2,4,6,3,2121,11.74,6.519,0.555,9.46,A,2025-09-17
20188,323,22,1,3,2,35,4.64,1.618,0.349,10.83,B,2025-08-10
20189,422,29,1,1,3,1585,9.04,4.369,0.483,6.98,B,2025-08-06
20190,349,24,4,8,2,1242,1.29,8.355,6.477,8.94,A,2025-07-23
20191,355,25,2,4,2,2469,3.97,1.734,0.437,10.47,A,2025-09-10
20192,365,25,2,8,3,1123,4.37,4.081,0.934,16.86,A,2025-07-03
20193,303,20,1,2,1,629,6.0,1.974,0.329,8.64,C,2025-09-22
20194,391,27,1,5,2,1060,3.1,8.148,2.628,16.52,B,2025-10-15
20195,154,10,1,2,2,1617,8.34,2.747,0.329,8.34,A,2025-09-03
20196,289,19,5,6,1,687,5.79,2.199,0.38,8.21,B,2025-07-26
20197,110,7,1,8,1,1925,6.14,0.936,0.152,7.18,A,2025-07-29
20198,402,28,2,1,1,1853,1.69,10.874,6.434,14.12,B,2025-10-19
20199,22,2,4,6,1,1784,8.95,4.769,0.533,12.29,B,2025-08-13
20200,401,28,2,5,1,1441,1.05,7.373,7.022,18.85,B,2025-07-15
20201,192,13,5,5,3,2690,11.46,4.325,0.377,9.12,C,2025-08-27
20202,385,26,3,8,1,1404,6.29,4.28,0.68,20.0,B,2025-10-09
20203,198,13,5,1,3,2770,7.5,7.484,0.998,12.74,B,2025-08-06
20204,59,4,4,7,3,1158,10.42,6.84,0.656,9.95,C,2025-08-17
20205,289,19,5,7,3,39,2.53,4.104,1.622,13.23,A,2025-07-05
20206,93,6,1,1,3,711,8.72,5.084,0.583,16.08,A,2025-09-15
20207,301,20,1,7,1,1110,10.54,2.241,0.213,11.41,B,2025-08-27
20208,55,4,4,2,1,1441,6.18,5.971,0.966,11.38,A,2025-08-13
20209,73,5,1,1,1,2237,8.93,6.378,0.714,10.12,B,2025-08-18
20210,398,28,2,4,3,1428,6.83,2.348,0.344,8.28,B,2025-10-27
20211,188,13,5,4,2,827,1.37,5.025,3.668,8.0,C,2025-07-31
20212,297,20,1,2,1,165,5.48,3.486,0.636,11.94,A,2025-10-09
20213,376,26,3,5,1,1854,7.42,7.869,1.061,9.14,B,2025-09-29
20214,323,22,1,7,1,1558,0.71,5.69,8.014,10.61,C,2025-09-13
20215,337,23,4,2,1,19,6.83,7.117,1.042,10.45,B,2025-09-20
20216,415,28,2,1,3,2761,1.8,4.029,2.238,12.18,C,2025-07-15
20217,28,2,4,8,2,2441,2.36,1.925,0.816,12.11,A,2025-08-18
20218,385,26,3,8,3,530,6.0,3.161,0.527,9.34,B,2025-08-11
20219,340,23,4,4,2,518,5.16,6.124,1.187,6.0,C,2025-08-02
20220,34,3,2,7,2,481,5.51,6.652,1.207,17.34,A,2025-08-06
20221,147,10,1,8,3,913,0.59,5.424,9.193,16.37,A,2025-07-22
20222,291,20,1,2,1,762,11.93,5.009,0.42,12.69,A,2025-07-05
20223,299,20,1,3,2,2424,11.98,5.516,0.46,12.77,A,2025-08-12
20224,222,15,4,7,1,2729,2.8,6.926,2.474,11.52,B,2025-08-05
20225,187,12,3,7,3,18,8.71,2.499,0.287,9.63,B,2025-08-04
20226,7,1,4,3,1,1132,3.07,4.331,1.411,7.08,A,2025-09-16
20227,205,14,4,2,1,2189,2.31,3.129,1.355,9.13,B,2025-07-07
20228,164,11,2,7,2,2868,6.34,1.061,0.167,14.23,A,2025-09-12
20229,350,24,4,2,1,2694,9.99,5.426,0.543,10.81,A,2025-09-24
20230,345,23,4,6,2,1074,10.93,2.677,0.245,11.56,C,2025-09-05
20231,143,10,1,1,1,1244,0.96,4.391,4.574,12.79,B,2025-08-07
20232,138,9,2,3,3,972,0.62,1.648,2.658,12.85,A,2025-08-06
20233,342,23,4,1,3,960,6.04,5.692,0.942,11.47,B,2025-10-03
20234,3,1,4,5,3,1139,11.88,5.353,0.451,16.6,A,2025-09-06
20235,241,17,3,5,1,2103,11.73,4.16,0.355,12.68,A,2025-07-28
20236,313,21,1,5,2,525,9.26,10.313,1.114,12.22,A,2025-10-11
20237,255,17,3,3,3,415,5.62,3.096,0.551,13.38,A,2025-08-27
20238,48,4,4,1,2,2874,4.68,8.21,1.754,7.34,A,2025-07-23
20239,29,2,4,8,1,1997,3.15,5.859,1.86,11.37,A,2025-10-03
20240,200,13,5,2,3,1147,7.95,3.637,0.457,10.3,B,2025-10-16
20241,418,29,1,4,1,1588,1.83,4.08,2.23,12.12,A,2025-08-11
20242,195,13,5,2,1,2200,1.26,6.205,4.925,11.48,C,2025-09-20
20243,293,20,1,1,2,2571,0.64,1.592,2.488,14.24,A,2025-09-04
20244,322,22,1,7,3,1853,0.57,4.727,8.293,15.15,A,2025-10-14
20245,2,1,4,5,1,1704,1.07,1.251,1.169,12.06,B,2025-09-20
20246,309,21,1,5,2,490,0.95,6.79,7.147,9.67,A,2025-07-01
20247,223,15,4,5,3,2497,1.23,2.841,2.31,13.03,B,2025-07-04
20248,31,3,2,4,2,2029,4.01,3.851,0.96,7.43,A,2025-08-25
20249,38,3,2,7,3,1439,8.83,2.714,0.307,14.78,C,2025-09-01
20250,410,28,2,1,2,2686,3.91,3.365,0.861,6.0,B,2025-08-12
20251,274,19,5,8,2,732,1.67,9.604,5.751,12.09,A,2025-07-30
20252,101,7,1,5,3,280,11.21,2.672,0.238,12.57,C,2025-09-18
20253,30,2,4,3,3,1827,9.58,6.487,0.677,13.22,B,2025-10-06
20254,272,19,5,8,2,1045,2.23,23.513,10.544,8.24,B,2025-09-14
20255,185,12,3,3,1,2421,9.13,6.16,0.675,10.44,B,2025-08-30
20256,384,26,3,1,3,299,8.23,5.225,0.635,15.06,B,2025-08-05
20257,169,11,2,1,2,2321,3.39,7.015,2.069,15.8,A,2025-09-03
20258,24,2,4,7,3,2257,4.89,1.739,0.356,9.63,A,2025-09-30
20259,372,26,3,1,1,350,11.5,8.042,0.699,15.6,B,2025-08-02
20260,323,22,1,3,1,931,9.73,2.552,0.262,15.18,A,2025-10-04
20261,45,3,2,7,3,2407,1.53,2.014,1.316,15.47,A,2025-08-29
20262,223,15,4,2,3,1291,3.46,2.987,0.863,6.5,A,2025-07-29
20263,176,12,3,7,3,2120,7.19,4.539,0.631,17.54,B,2025-07-14
20264,28,2,4,6,2,1452,2.39,3.333,1.395,12.76,B,2025-07-09
20265,328,23,4,6,2,1739,7.99,2.761,0.346,11.1,B,2025-10-20
20266,266,18,5,8,3,1465,11.79,5.956,0.505,9.2,A,2025-09-24
20267,115,8,4,2,1,1676,7.81,10.574,1.354,13.4,A,2025-07-08
20268,29,2,4,5,3,307,11.91,4.6,0.386,12.83,A,2025-10-10
20269,365,25,2,5,1,550,4.09,3.615,0.884,10.27,A,2025-07-09
20270,158,10,1,8,2,2583,11.54,3.579,0.31,16.38,B,2025-07-27
20271,345,23,4,5,2,2539,9.7,5.83,0.601,12.26,A,2025-07-10
20272,160,11,2,2,3,1517,9.81,2.005,0.204,7.49,A,2025-08-16
20273,436,30,2,1,2,2828,6.61,3.174,0.48,9.72,A,2025-09-12
20274,120,8,4,5,3,270,1.61,7.457,4.632,15.11,C,2025-08-02
20275,31,3,2,7,3,2163,6.32,3.551,0.562,15.62,A,2025-07-24
20276,169,11,2,1,1,2437,3.32,2.526,0.761,11.65,B,2025-10-25
20277,159,10,1,5,1,2466,3.77,8.704,2.309,11.35,B,2025-08-06
20278,201,13,5,8,3,549,8.48,4.792,0.565,10.43,B,2025-07-15
20279,108,7,1,6,1,649,9.62,1.139,0.118,13.01,A,2025-10-13
20280,342,23,4,1,1,318,4.36,3.844,0.882,15.62,C,2025-08-25
20281,94,6,1,6,3,2512,1.53,5.494,3.591,12.52,B,2025-08-04
20282,322,22,1,3,3,1719,4.92,4.699,0.955,10.84,C,2025-08-28
20283,91,6,1,5,1,2842,7.09,2.465,0.348,16.78,A,2025-08-30
20284,170,11,2,4,1,1963,5.85,9.717,1.661,19.23,A,2025-10-05
20285,202,13,5,8,1,1173,0.93,2.762,2.97,8.54,B,2025-10-28
20286,121,8,4,8,2,526,7.99,8.842,1.107,9.32,A,2025-09-12
20287,160,11,2,1,1,276,3.78,8.498,2.248,15.0,A,2025-07-26
20288,363,25,2,4,2,959,6.61,7.684,1.162,13.18,A,2025-09-25
20289,427,29,1,5,1,804,1.02,2.71,2.657,14.55,B,2025-08-14
20290,81,6,1,8,3,1906,8.85,7.928,0.896,8.11,B,2025-07-21
20291,34,3,2,7,1,1907,0.54,1.927,3.569,10.38,B,2025-07-17
20292,280,19,5,5,3,1435,5.9,2.579,0.437,9.89,B,2025-08-22
20293,379,26,3,5,1,2429,4.87,4.868,1.0,16.42,A,2025-10-10
20294,165,11,2,4,2,1951,5.11,3.646,0.714,9.29,C,2025-09-10
20295,109,7,1,5,1,1876,0.56,1.528,2.729,14.22,C,2025-09-27
20296,54,4,4,7,1,333,3.05,9.788,3.209,10.78,A,2025-09-28
20297,63,4,4,8,3,2714,2.6,5.066,1.948,12.08,B,2025-10-03
20298,225,15,4,6,2,1956,11.23,5.05,0.45,15.3,A,2025-08-21
20299,276,19,5,8,2,2237,8.35,2.115,0.253,16.24,A,2025-10-13
20300,197,13,5,3,3,1429,1.12,6.982,6.234,8.72,A,2025-09-11
20301,379,26,3,8,1,184,4.38,2.105,0.481,10.74,B,2025-08-31
20302,410,28,2,8,2,2057,0.79,5.087,6.439,14.41,B,2025-08-28
20303,375,26,3,5,2,2589,5.32,9.541,1.793,11.29,B,2025-10-14
20304,388,27,1,6,3,274,10.87,2.95,0.271,11.76,A,2025-10-26
20305,84,6,1,8,3,1958,8.82,3.734,0.423,9.22,A,2025-09-23
20306,30,2,4,7,3,608,2.53,1.257,0.497,15.8,A,2025-07-31
20307,434,30,2,2,2,1824,7.38,4.987,0.676,12.04,A,2025-08-09
20308,81,6,1,1,1,2682,9.31,1.246,0.134,9.79,A,2025-09-27
20309,212,14,4,5,2,649,9.35,6.874,0.735,11.94,B,2025-08-30
20310,6,1,4,4,1,2402,10.39,6.69,0.644,14.44,A,2025-08-04
20311,132,9,2,8,1,1342,10.75,5.749,0.535,13.54,A,2025-07-16
20312,335,23,4,5,1,2045,3.93,6.658,1.694,11.49,C,2025-10-19
20313,371,26,3,7,1,586,6.59,6.781,1.029,10.94,A,2025-10-26
20314,43,3,2,5,3,1556,2.31,5.224,2.261,12.16,A,2025-09-25
20315,99,7,1,8,2,2256,3.1,10.136,3.27,10.66,A,2025-10-15
20316,399,28,2,8,1,2325,7.09,13.31,1.877,12.52,A,2025-08-01
20317,124,8,4,1,1,669,1.67,4.043,2.421,11.8,A,2025-08-07
20318,60,4,4,7,2,2124,5.17,8.214,1.589,9.22,A,2025-08-07
20319,400,28,2,4,1,1920,6.37,5.377,0.844,13.18,A,2025-07-28
20320,246,17,3,1,2,1647,7.49,1.664,0.222,9.36,B,2025-10-23
20321,212,14,4,1,3,2720,9.16,1.426,0.156,11.02,A,2025-09-03
20322,415,28,2,3,2,2140,10.82,1.67,0.154,13.57,B,2025-09-18
20323,61,4,4,3,3,2231,9.86,0.847,0.086,12.9,A,2025-07-23
20324,206,14,4,5,3,2364,6.15,2.921,0.475,14.57,A,2025-08-28
20325,260,18,5,8,2,1408,1.81,4.456,2.462,14.89,B,2025-10-19
20326,244,17,3,5,1,1609,8.94,3.325,0.372,15.53,A,2025-10-03
20327,438,30,2,3,1,1375,10.57,2.08,0.197,6.0,A,2025-08-06
20328,184,12,3,8,3,2431,2.55,13.049,5.117,15.01,A,2025-09-21
20329,53,4,4,3,3,759,0.82,8.895,10.848,7.12,B,2025-09-25
20330,132,9,2,2,1,1770,2.55,2.296,0.9,16.64,A,2025-08-06
20331,95,6,1,1,1,1650,5.58,11.779,2.111,16.63,A,2025-09-10
20332,6,1,4,3,2,2509,11.16,7.625,0.683,9.07,B,2025-08-10
20333,401,28,2,3,1,1553,8.75,4.281,0.489,7.86,A,2025-09-24
20334,412,28,2,8,1,2472,11.91,3.81,0.32,11.2,A,2025-07-09
20335,128,9,2,3,1,415,4.46,2.61,0.585,7.7,A,2025-07-29
20336,407,28,2,4,3,1400,10.59,2.723,0.257,9.91,A,2025-08-19
20337,312,21,1,1,3,2231,5.67,0.463,0.082,9.98,C,2025-09-30
20338,347,24,4,7,3,802,4.65,5.021,1.08,11.63,A,2025-10-10
20339,3,1,4,6,2,104,11.64,7.881,0.677,13.41,B,2025-08-19
20340,166,11,2,4,2,1925,2.39,4.613,1.93,15.84,A,2025-10-12
20341,342,23,4,8,2,820,0.86,3.088,3.591,10.14,A,2025-07-15
20342,415,28,2,4,2,5,11.79,3.956,0.336,13.57,B,2025-08-24
20343,238,16,5,3,1,1643,6.13,6.48,1.057,13.86,C,2025-10-20
20344,91,6,1,2,2,284,7.9,2.768,0.35,9.64,B,2025-07-28
20345,334,23,4,7,3,2293,1.24,3.069,2.475,9.11,B,2025-10-26
20346,263,18,5,3,1,2261,1.53,2.667,1.743,9.96,A,2025-07-27
20347,147,10,1,6,1,479,0.91,3.56,3.912,6.0,A,2025-08-29
20348,120,8,4,2,2,2673,8.47,4.209,0.497,11.87,A,2025-07-03
20349,148,10,1,7,2,2027,11.52,5.567,0.483,9.4,A,2025-07-26
20350,170,11,2,3,2,723,11.06,5.93,0.536,10.85,B,2025-07-13
20351,59,4,4,6,1,1542,9.03,2.886,0.32,11.08,B,2025-09-01
20352,74,5,1,5,2,1977,10.57,5.439,0.515,14.19,B,2025-08-23
20353,334,23,4,6,2,1183,2.25,8.153,3.624,11.59,B,2025-08-27
20354,83,6,1,1,1,809,5.74,1.205,0.21,11.59,B,2025-10-02
20355,18,2,4,3,3,1544,10.3,5.886,0.571,12.81,A,2025-07-12
20356,292,20,1,2,1,2613,10.81,8.322,0.77,7.04,A,2025-07-25
20357,133,9,2,7,3,2175,10.66,5.446,0.511,7.98,A,2025-10-16
20358,277,19,5,3,3,2688,10.32,4.479,0.434,13.1,A,2025-09-21
20359,161,11,2,4,2,1014,0.65,8.316,12.794,13.58,B,2025-10-09
20360,64,4,4,4,2,1653,2.55,15.929,6.247,10.33,A,2025-08-11
20361,173,12,3,5,2,2675,2.92,4.629,1.585,18.03,A,2025-09-30
20362,429,29,1,8,3,2307,6.37,4.788,0.752,12.36,B,2025-10-26
20363,130,9,2,7,3,164,6.49,4.119,0.635,9.34,B,2025-10-15
20364,178,12,3,2,3,2704,11.94,10.142,0.849,13.94,A,2025-08-10
20365,279,19,5,1,2,1666,0.64,3.542,5.534,11.19,A,2025-09-12
20366,126,9,2,1,1,733,11.41,8.461,0.742,13.36,A,2025-09-28
20367,277,19,5,6,2,1934,1.92,1.606,0.836,8.7,C,2025-08-25
20368,300,20,1,3,3,1305,4.75,12.995,2.736,11.54,B,2025-09-20
20369,85,6,1,8,1,1365,6.35,3.719,0.586,9.72,B,2025-10-27
20370,135,9,2,6,3,2173,6.38,4.602,0.721,15.26,B,2025-10-15
20371,282,19,5,8,1,2772,8.63,6.883,0.798,6.58,B,2025-09-21
20372,318,22,1,4,3,1274,5.65,6.663,1.179,7.88,C,2025-10-25
20373,305,20,1,1,1,1257,5.36,4.633,0.864,14.53,C,2025-10-07
20374,239,17,3,6,1,2814,7.08,6.781,0.958,10.26,B,2025-09-11
20375,202,13,5,2,3,1809,4.2,5.054,1.203,12.87,B,2025-09-14
20376,259,18,5,5,1,1120,6.83,5.249,0.769,9.49,A,2025-07-30
20377,61,4,4,2,2,2737,1.29,4.412,3.42,14.93,B,2025-07-15
20378,335,23,4,5,3,1934,7.52,6.052,0.805,11.72,B,2025-07-15
20379,30,2,4,7,2,323,10.05,2.671,0.266,14.21,B,2025-10-17
20380,221,15,4,5,2,2028,10.16,6.786,0.668,16.55,B,2025-09-03
20381,200,13,5,3,2,1627,8.8,4.261,0.484,12.43,A,2025-09-20
20382,353,24,4,5,1,2214,3.25,2.854,0.878,11.32,B,2025-09-06
20383,435,30,2,3,3,1754,2.21,4.534,2.052,13.73,A,2025-09-07
20384,63,4,4,5,1,207,7.95,6.921,0.871,13.12,A,2025-07-18
20385,332,23,4,7,3,2808,10.88,6.929,0.637,9.45,B,2025-09-08
20386,64,4,4,4,3,1102,3.99,1.728,0.433,12.76,B,2025-10-02
20387,51,4,4,8,1,935,1.78,4.104,2.306,11.5,B,2025-07-14
20388,77,5,1,1,3,1385,5.65,10.861,1.922,12.75,C,2025-08-26
20389,59,4,4,2,3,2396,10.07,8.321,0.826,7.45,C,2025-08-07
20390,285,19,5,2,1,1896,5.69,5.456,0.959,10.42,B,2025-10-04
20391,270,18,5,5,2,101,8.0,3.029,0.379,14.84,A,2025-08-04
20392,2,1,4,6,1,1566,6.03,2.927,0.485,13.06,C,2025-08-04
20393,393,27,1,8,1,2393,9.54,2.099,0.22,13.49,A,2025-09-24
