OperationID,FieldID,FarmID,RegionID,CropID,DateTimeID,OperationTypeID,InputMaterialID,Quantity,UnitCost,TotalCost,Operator,CreatedDate
15301,5,1,4,6,2481,4,4,22.28,87.95,1959.53,Team-15,2025-10-09
15302,16,2,4,7,96,3,7,5.97,132.41,790.49,Team-3,2025-09-21
15303,374,26,3,8,2703,2,,38.25,65.09,2489.69,Team-16,2025-09-29
15304,71,5,1,5,1930,5,5,9.86,35.81,353.09,Team-20,2025-08-20
15305,152,10,1,6,1406,4,4,2.84,94.74,269.06,Team-16,2025-10-12
15306,65,4,4,6,1420,3,2,12.98,120.22,1560.46,Team-10,2025-07-07
15307,378,26,3,3,2276,1,,17.95,143.91,2583.18,Team-18,2025-07-20
15308,113,8,4,8,432,5,2,15.14,67.07,1015.44,Team-20,2025-08-17
15309,295,20,1,8,1603,2,,7.96,50.65,403.17,Team-10,2025-07-07
15310,239,17,3,2,1307,2,,29.18,132.74,3873.35,Team-17,2025-08-02
15311,401,28,2,7,993,1,,14.79,78.44,1160.13,Team-1,2025-07-18
15312,232,16,5,8,1087,4,1,11.44,121.7,1392.25,Team-12,2025-07-28
15313,279,19,5,4,1085,4,1,5.65,95.78,541.16,Team-20,2025-08-25
15314,185,12,3,2,2067,4,6,10.95,25.68,281.2,Team-6,2025-07-03
15315,169,11,2,1,866,4,2,7.78,55.35,430.62,Team-4,2025-07-04
15316,93,6,1,1,684,1,,0.31,125.44,38.89,Team-13,2025-08-29
15317,228,16,5,6,2006,3,4,15.0,117.74,1766.1,Team-10,2025-09-02
15318,395,27,1,1,938,2,,21.27,101.15,2151.46,Team-7,2025-07-26
15319,265,18,5,5,1188,3,2,24.3,122.49,2976.51,Team-9,2025-10-09
15320,27,2,4,1,215,5,3,29.75,147.87,4399.13,Team-11,2025-07-10
15321,144,10,1,2,2359,4,4,12.33,64.09,790.23,Team-5,2025-07-01
15322,421,29,1,7,2880,3,4,2.88,20.37,58.67,Team-2,2025-10-17
15323,153,10,1,1,2141,2,,18.64,120.86,2252.83,Team-9,2025-07-16
15324,268,18,5,2,1093,1,,5.1,143.67,732.72,Team-20,2025-08-17
15325,261,18,5,7,1485,3,3,7.44,132.96,989.22,Team-8,2025-10-06
15326,28,2,4,2,2206,2,,8.4,88.65,744.66,Team-14,2025-07-11
15327,28,2,4,7,2317,4,2,7.19,89.09,640.56,Team-12,2025-08-15
15328,421,29,1,2,507,1,,19.64,67.88,1333.16,Team-2,2025-08-06
15329,157,10,1,8,1748,3,1,6.72,59.56,400.24,Team-16,2025-07-16
15330,102,7,1,6,1365,1,,10.69,110.47,1180.92,Team-6,2025-08-12
15331,88,6,1,5,1752,2,,9.68,95.05,920.08,Team-15,2025-07-14
15332,24,2,4,7,636,3,4,7.14,112.13,800.61,Team-12,2025-09-20
15333,281,19,5,8,2440,4,3,8.97,106.06,951.36,Team-16,2025-10-09
15334,177,12,3,3,760,1,,19.19,100.82,1934.74,Team-3,2025-07-15
15335,212,14,4,1,618,3,5,20.06,103.18,2069.79,Team-20,2025-07-10
15336,435,30,2,1,1389,2,,9.83,71.11,699.01,Team-20,2025-09-08
15337,199,13,5,8,2156,3,4,39.12,143.9,5629.37,Team-17,2025-10-16
15338,66,4,4,7,1014,5,2,21.18,144.1,3052.04,Team-1,2025-09-27
15339,278,19,5,5,2627,2,,10.74,10.5,112.77,Team-2,2025-08-05
15340,83,6,1,6,1938,1,,15.42,138.67,2138.29,Team-18,2025-08-31
15341,32,3,2,5,450,2,,13.63,49.37,672.91,Team-16,2025-10-09
15342,141,9,2,1,2085,2,,17.02,147.2,2505.34,Team-18,2025-08-05
15343,229,16,5,1,2101,2,,17.5,130.36,2281.3,Team-17,2025-09-29
15344,222,15,4,6,2827,5,1,7.53,79.72,600.29,Team-7,2025-10-27
15345,269,18,5,1,1529,2,,20.04,134.28,2690.97,Team-11,2025-08-01
15346,386,26,3,2,149,4,7,11.36,140.95,1601.19,Team-14,2025-10-17
15347,120,8,4,1,1450,3,1,9.34,103.18,963.7,Team-1,2025-08-08
15348,131,9,2,2,1385,2,,24.7,130.22,3216.43,Team-5,2025-09-03
15349,218,15,4,7,377,2,,18.24,60.9,1110.82,Team-7,2025-09-03
15350,170,11,2,8,2791,1,,5.98,114.74,686.15,Team-20,2025-07-16
15351,125,8,4,2,852,4,4,19.24,114.13,2195.86,Team-2,2025-10-04
15352,72,5,1,3,1258,5,1,14.35,104.43,1498.57,Team-8,2025-08-21
15353,23,2,4,2,1663,4,2,11.54,25.16,290.35,Team-1,2025-09-20
15354,345,23,4,4,1210,1,,34.14,62.57,2136.14,Team-11,2025-09-07
15355,432,30,2,5,1187,1,,9.04,77.2,697.89,Team-2,2025-07-13
15356,411,28,2,4,1987,4,4,12.96,127.49,1652.27,Team-7,2025-10-14
15357,147,10,1,7,1150,3,5,9.9,80.28,794.77,Team-19,2025-07-13
15358,406,28,2,2,2033,1,,7.94,115.51,917.15,Team-5,2025-08-20
15359,217,15,4,5,2053,4,4,4.42,126.41,558.73,Team-16,2025-07-15
15360,172,11,2,6,2666,3,2,5.35,71.6,383.06,Team-19,2025-10-25
15361,185,12,3,4,1429,3,5,7.38,49.08,362.21,Team-9,2025-09-16
15362,2,1,4,4,2227,4,5,13.77,132.46,1823.97,Team-6,2025-07-19
15363,36,3,2,8,1333,3,3,16.77,37.02,620.83,Team-3,2025-09-25
15364,225,15,4,3,1917,5,2,7.89,95.34,752.23,Team-18,2025-08-03
15365,155,10,1,3,1305,4,6,3.9,100.42,391.64,Team-6,2025-07-28
15366,279,19,5,6,129,5,4,14.27,123.67,1764.77,Team-7,2025-08-16
15367,125,8,4,3,2667,3,1,6.32,65.57,414.4,Team-15,2025-10-25
15368,172,11,2,2,1684,1,,7.86,79.55,625.26,Team-12,2025-10-01
15369,293,20,1,6,1966,2,,11.91,77.58,923.98,Team-12,2025-08-12
15370,55,4,4,7,327,4,6,16.71,50.96,851.54,Team-4,2025-08-25
15371,220,15,4,7,2875,1,,13.1,66.88,876.13,Team-11,2025-09-12
15372,50,4,4,3,382,4,7,3.35,50.94,170.65,Team-20,2025-09-11
15373,108,7,1,6,2704,5,3,3.98,38.45,153.03,Team-8,2025-07-09
15374,439,30,2,5,1415,3,4,16.22,15.27,247.68,Team-2,2025-08-15
15375,396,27,1,6,1866,1,,4.42,128.17,566.51,Team-8,2025-10-03
15376,14,1,4,2,2226,4,7,20.48,21.62,442.78,Team-1,2025-07-27
15377,408,28,2,1,2239,2,,10.08,44.18,445.33,Team-12,2025-09-21
15378,49,4,4,8,1107,5,6,4.35,126.28,549.32,Team-15,2025-08-07
15379,142,10,1,3,1312,2,,4.96,131.35,651.5,Team-9,2025-08-07
15380,322,22,1,8,2591,1,,12.08,70.9,856.47,Team-15,2025-09-14
15381,261,18,5,3,2725,3,1,10.67,57.18,610.11,Team-19,2025-09-22
15382,151,10,1,7,1287,5,6,12.45,22.03,274.27,Team-13,2025-08-25
15383,66,4,4,7,1598,4,1,8.14,116.61,949.21,Team-7,2025-10-09
15384,384,26,3,5,639,3,3,15.86,63.18,1002.03,Team-10,2025-07-11
15385,381,26,3,6,2630,5,1,12.68,147.69,1872.71,Team-18,2025-09-07
15386,321,22,1,3,2564,1,,12.54,75.69,949.15,Team-18,2025-08-16
15387,117,8,4,6,182,2,,5.64,111.72,630.1,Team-20,2025-07-16
15388,298,20,1,1,2275,5,1,4.25,13.65,58.01,Team-10,2025-09-16
15389,231,16,5,7,1172,5,3,18.75,57.3,1074.38,Team-13,2025-09-30
15390,163,11,2,6,1477,5,1,11.69,133.04,1555.24,Team-3,2025-09-10
15391,210,14,4,8,2495,2,,6.24,16.27,101.52,Team-3,2025-07-31
15392,60,4,4,4,1198,3,1,20.35,20.45,416.16,Team-12,2025-08-19
15393,326,22,1,7,2035,4,7,8.0,33.37,266.96,Team-3,2025-08-13
15394,330,23,4,8,1980,3,6,5.74,128.54,737.82,Team-11,2025-07-24
15395,407,28,2,2,2190,3,5,3.41,148.51,506.42,Team-19,2025-09-26
15396,36,3,2,6,450,1,,20.05,118.24,2370.71,Team-7,2025-10-23
15397,302,20,1,1,1010,4,1,14.72,82.37,1212.49,Team-18,2025-08-20
15398,231,16,5,5,72,1,,16.64,42.93,714.36,Team-13,2025-08-02
15399,27,2,4,8,1859,1,,15.99,35.99,575.48,Team-10,2025-10-07
15400,390,27,1,6,2369,3,4,17.94,29.61,531.2,Team-16,2025-07-04
15401,202,13,5,7,1481,1,,10.34,146.81,1518.02,Team-11,2025-07-13
15402,387,27,1,2,275,1,,12.39,83.84,1038.78,Team-17,2025-09-09
15403,98,7,1,8,613,3,1,10.54,17.69,186.45,Team-15,2025-09-06
15404,344,23,4,5,84,3,2,4.59,119.41,548.09,Team-10,2025-07-13
15405,164,11,2,5,1859,1,,13.82,90.46,1250.16,Team-11,2025-10-02
15406,67,5,1,7,1643,2,,14.2,94.34,1339.63,Team-12,2025-10-10
15407,416,29,1,1,1801,4,4,10.75,93.51,1005.23,Team-12,2025-09-13
15408,380,26,3,5,516,4,5,14.2,15.09,214.28,Team-5,2025-08-04
15409,318,22,1,4,2274,1,,21.5,12.72,273.48,Team-20,2025-07-01
15410,423,29,1,2,2658,5,1,10.88,73.74,802.29,Team-6,2025-08-13
15411,248,17,3,1,606,5,1,9.58,14.43,138.24,Team-17,2025-08-01
15412,233,16,5,4,890,2,,10.13,99.63,1009.25,Team-3,2025-10-08
15413,169,11,2,6,2297,1,,10.46,16.73,175.0,Team-16,2025-10-25
15414,355,25,2,6,2457,5,3,8.91,82.46,734.72,Team-18,2025-09-28
15415,8,1,4,4,120,5,6,9.63,126.57,1218.87,Team-16,2025-08-15
15416,278,19,5,7,2352,5,3,6.0,46.15,276.9,Team-10,2025-07-09
15417,38,3,2,5,3,3,2,44.72,101.29,4529.69,Team-11,2025-07-03
15418,188,13,5,6,2481,3,4,25.23,12.04,303.77,Team-13,2025-08-10
15419,441,30,2,2,2247,3,7,5.85,101.49,593.72,Team-18,2025-08-15
15420,291,20,1,1,1092,4,2,17.93,70.45,1263.17,Team-18,2025-10-12
15421,292,20,1,5,2710,3,4,7.34,52.08,382.27,Team-1,2025-10-10
15422,273,19,5,7,670,1,,11.84,101.37,1200.22,Team-17,2025-07-02
15423,20,2,4,7,1682,5,6,8.66,65.55,567.66,Team-7,2025-07-29
15424,169,11,2,6,2812,5,1,8.0,25.95,207.6,Team-18,2025-08-29
15425,82,6,1,4,2144,5,4,10.5,66.01,693.1,Team-10,2025-10-08
15426,119,8,4,8,2210,3,5,6.2,57.98,359.48,Team-9,2025-10-28
15427,125,8,4,5,950,5,7,3.58,74.26,265.85,Team-7,2025-08-17
15428,317,22,1,6,2035,3,3,15.39,71.97,1107.62,Team-3,2025-09-03
15429,114,8,4,4,19,2,,16.97,147.37,2500.87,Team-8,2025-10-10
15430,412,28,2,5,980,2,,5.54,133.74,740.92,Team-14,2025-08-23
15431,1,1,4,3,2264,2,,10.13,42.91,434.68,Team-8,2025-10-13
15432,350,24,4,5,704,2,,4.89,107.59,526.12,Team-7,2025-10-21
15433,276,19,5,2,1378,3,3,8.19,92.88,760.69,Team-20,2025-07-10
15434,184,12,3,8,1962,1,,5.12,81.95,419.58,Team-14,2025-08-30
15435,46,3,2,2,2430,2,,8.55,24.22,207.08,Team-18,2025-10-24
15436,243,17,3,5,710,4,4,6.82,77.98,531.82,Team-1,2025-07-12
15437,420,29,1,2,2553,5,1,6.03,74.65,450.14,Team-12,2025-07-29
15438,397,28,2,7,824,5,7,2.99,36.83,110.12,Team-19,2025-09-25
15439,80,5,1,4,320,4,4,6.17,26.84,165.6,Team-10,2025-09-02
15440,62,4,4,3,101,4,6,11.23,141.81,1592.53,Team-15,2025-10-28
15441,114,8,4,6,1193,2,,7.45,105.37,785.01,Team-19,2025-08-11
15442,102,7,1,8,308,1,,31.5,53.24,1677.06,Team-10,2025-08-04
15443,139,9,2,3,2517,1,,2.82,92.51,260.88,Team-8,2025-09-12
15444,19,2,4,8,2360,4,1,13.73,102.05,1401.15,Team-13,2025-07-12
15445,278,19,5,6,1960,4,5,4.27,71.62,305.82,Team-4,2025-10-09
15446,249,17,3,6,1717,5,2,13.29,116.91,1553.73,Team-20,2025-08-21
15447,406,28,2,1,717,5,2,6.66,21.84,145.45,Team-8,2025-07-16
15448,349,24,4,3,143,1,,6.19,49.86,308.63,Team-18,2025-08-09
15449,42,3,2,4,2204,1,,13.79,119.19,1643.63,Team-15,2025-10-27
15450,308,21,1,1,180,3,6,19.98,76.8,1534.46,Team-4,2025-07-27
15451,147,10,1,7,459,5,6,14.03,81.77,1147.23,Team-4,2025-10-21
15452,378,26,3,8,237,5,7,13.15,79.09,1040.03,Team-11,2025-10-04
15453,165,11,2,5,1161,3,4,15.61,130.39,2035.39,Team-16,2025-09-07
15454,359,25,2,6,1107,4,7,24.33,110.45,2687.25,Team-13,2025-09-18
15455,46,3,2,1,2216,1,,10.75,137.38,1476.84,Team-4,2025-08-16
15456,293,20,1,2,429,3,4,18.07,67.2,1214.3,Team-11,2025-09-10
15457,95,6,1,6,475,5,5,5.45,40.47,220.56,Team-3,2025-08-10
15458,43,3,2,1,574,5,2,7.28,121.88,887.29,Team-20,2025-09-13
15459,95,6,1,4,435,5,4,15.33,119.18,1827.03,Team-9,2025-08-26
15460,356,25,2,6,799,5,6,4.87,23.43,114.1,Team-17,2025-08-30
15461,43,3,2,3,1055,4,2,10.85,80.16,869.74,Team-17,2025-08-30
15462,440,30,2,4,2484,4,4,7.46,53.9,402.09,Team-11,2025-08-23
15463,153,10,1,4,2129,4,3,7.38,45.6,336.53,Team-3,2025-09-12
15464,242,17,3,4,2376,2,,7.72,103.94,802.42,Team-1,2025-09-05
15465,68,5,1,4,2742,3,3,6.51,31.29,203.7,Team-3,2025-07-15
15466,196,13,5,2,897,2,,1.75,145.43,254.5,Team-8,2025-09-07
15467,286,19,5,1,740,2,,7.96,41.22,328.11,Team-9,2025-07-02
15468,424,29,1,7,1740,2,,5.39,49.56,267.13,Team-6,2025-07-14
15469,170,11,2,6,1974,2,,8.48,101.06,856.99,Team-5,2025-09-13
15470,23,2,4,2,1869,3,5,8.55,121.21,1036.35,Team-4,2025-10-08
15471,64,4,4,2,1595,2,,8.94,20.92,187.02,Team-19,2025-09-08
15472,386,26,3,4,80,2,,6.28,91.76,576.25,Team-18,2025-10-21
15473,298,20,1,6,911,4,5,21.8,123.1,2683.58,Team-5,2025-08-11
15474,147,10,1,1,43,2,,6.27,119.17,747.2,Team-8,2025-07-20
15475,308,21,1,8,1375,4,7,7.2,22.46,161.71,Team-3,2025-08-23
15476,153,10,1,2,1926,3,6,10.86,49.95,542.46,Team-6,2025-08-24
15477,264,18,5,2,1052,5,5,4.5,131.81,593.14,Team-8,2025-08-02
15478,424,29,1,2,1229,3,5,16.2,74.76,1211.11,Team-10,2025-08-30
15479,291,20,1,8,645,3,1,8.9,72.76,647.56,Team-6,2025-07-30
15480,295,20,1,1,833,5,3,11.66,31.98,372.89,Team-1,2025-07-15
15481,355,25,2,5,679,5,4,21.99,73.41,1614.29,Team-14,2025-10-23
15482,442,30,2,1,2839,5,1,24.12,11.96,288.48,Team-19,2025-07-20
15483,5,1,4,3,886,1,,4.43,119.03,527.3,Team-7,2025-08-19
15484,385,26,3,3,1525,1,,16.18,89.53,1448.6,Team-16,2025-07-31
15485,72,5,1,3,1041,5,3,1.57,115.84,181.87,Team-4,2025-07-08
15486,73,5,1,8,511,2,,5.22,47.52,248.05,Team-11,2025-10-16
15487,88,6,1,4,116,3,1,7.72,54.35,419.58,Team-8,2025-10-05
15488,14,1,4,2,1401,4,4,10.36,97.6,1011.14,Team-14,2025-09-30
15489,122,8,4,5,755,2,,9.31,26.99,251.28,Team-7,2025-08-08
15490,208,14,4,6,487,1,,8.22,47.88,393.57,Team-13,2025-09-05
15491,116,8,4,5,2367,2,,9.81,98.89,970.11,Team-2,2025-07-01
15492,334,23,4,4,1245,1,,26.44,32.26,852.95,Team-11,2025-10-28
15493,424,29,1,7,322,5,4,9.61,137.04,1316.95,Team-4,2025-10-13
15494,274,19,5,6,2444,5,6,8.32,31.46,261.75,Team-12,2025-08-07
15495,318,22,1,3,399,3,4,19.62,83.62,1640.62,Team-16,2025-08-02
15496,96,6,1,7,415,1,,12.11,130.77,1583.62,Team-16,2025-08-06
15497,215,15,4,7,1352,1,,6.2,132.21,819.7,Team-16,2025-10-10
15498,134,9,2,2,258,4,6,3.29,56.78,186.81,Team-11,2025-09-21
15499,158,10,1,4,2259,3,5,14.52,49.56,719.61,Team-5,2025-07-05
15500,187,12,3,5,1692,2,,13.25,50.91,674.56,Team-5,2025-09-21
15501,199,13,5,3,1395,5,1,9.25,63.65,588.76,Team-1,2025-10-22
15502,230,16,5,8,919,5,3,17.63,138.7,2445.28,Team-10,2025-07-02
15503,103,7,1,2,850,4,6,29.74,58.25,1732.36,Team-18,2025-07-06
15504,414,28,2,1,1056,1,,8.95,135.95,1216.75,Team-13,2025-10-14
15505,232,16,5,3,1868,4,4,10.37,118.52,1229.05,Team-8,2025-09-08
15506,130,9,2,1,1410,1,,9.18,22.46,206.18,Team-14,2025-10-21
15507,109,7,1,4,2221,3,5,7.07,119.63,845.78,Team-19,2025-09-17
15508,14,1,4,4,2393,2,,4.12,22.57,92.99,Team-7,2025-09-01
15509,17,2,4,5,832,3,7,21.83,41.38,903.33,Team-16,2025-08-16
15510,215,15,4,8,708,2,,23.9,34.02,813.08,Team-10,2025-07-05
15511,400,28,2,2,1218,2,,25.65,17.86,458.11,Team-9,2025-09-04
15512,418,29,1,7,574,2,,5.53,99.61,550.84,Team-1,2025-10-13
15513,392,27,1,2,612,2,,2.22,14.39,31.95,Team-3,2025-07-11
15514,293,20,1,8,2602,2,,1.32,85.95,113.45,Team-8,2025-10-16
15515,251,17,3,3,385,2,,10.61,83.49,885.83,Team-13,2025-08-15
15516,281,19,5,7,1643,5,4,8.42,139.02,1170.55,Team-10,2025-08-12
15517,362,25,2,4,2786,2,,10.46,52.22,546.22,Team-8,2025-07-02
15518,386,26,3,4,1270,3,7,6.42,28.79,184.83,Team-18,2025-07-17
15519,217,15,4,7,797,5,3,10.41,93.36,971.88,Team-14,2025-10-18
15520,337,23,4,1,259,2,,6.49,65.28,423.67,Team-13,2025-10-01
15521,32,3,2,1,2487,2,,16.14,59.86,966.14,Team-7,2025-10-03
15522,128,9,2,7,753,4,7,29.07,92.05,2675.89,Team-18,2025-09-16
15523,192,13,5,8,1241,4,1,9.66,101.67,982.13,Team-7,2025-09-21
15524,104,7,1,4,1813,1,,4.43,30.96,137.15,Team-12,2025-07-15
15525,322,22,1,4,1577,4,3,13.94,90.54,1262.13,Team-10,2025-07-15
15526,260,18,5,5,81,1,,19.07,98.97,1887.36,Team-7,2025-09-21
15527,434,30,2,1,2639,3,6,8.49,45.61,387.23,Team-15,2025-07-15
15528,154,10,1,1,1578,2,,13.68,95.87,1311.5,Team-11,2025-07-29
15529,300,20,1,4,2786,4,3,5.45,15.91,86.71,Team-13,2025-09-19
15530,47,3,2,4,1566,3,2,15.51,68.56,1063.37,Team-13,2025-09-03
15531,143,10,1,3,1242,2,,3.15,89.63,282.33,Team-9,2025-09-17
15532,211,14,4,8,2698,1,,12.77,77.6,990.95,Team-19,2025-07-20
15533,81,6,1,1,568,4,3,15.9,13.37,212.58,Team-19,2025-09-05
15534,433,30,2,1,2742,2,,16.28,58.27,948.64,Team-7,2025-08-11
15535,211,14,4,3,1376,3,6,10.7,49.91,534.04,Team-16,2025-08-20
15536,391,27,1,6,1037,5,1,16.9,19.41,328.03,Team-13,2025-10-19
15537,50,4,4,3,1386,2,,15.73,26.41,415.43,Team-3,2025-10-04
15538,185,12,3,7,1180,5,5,7.69,76.51,588.36,Team-3,2025-09-09
15539,191,13,5,5,1777,5,7,5.87,49.17,288.63,Team-11,2025-07-02
15540,8,1,4,7,1428,1,,15.04,81.03,1218.69,Team-14,2025-10-11
15541,22,2,4,3,1036,4,4,17.82,105.75,1884.46,Team-5,2025-09-28
15542,328,23,4,6,667,2,,7.45,15.87,118.23,Team-7,2025-07-02
15543,205,14,4,6,994,3,1,19.28,145.6,2807.17,Team-15,2025-07-23
15544,73,5,1,6,1406,1,,6.93,95.97,665.07,Team-17,2025-10-22
15545,197,13,5,6,874,3,1,2.12,46.76,99.13,Team-8,2025-09-07
15546,290,19,5,7,905,5,1,13.56,22.64,307.0,Team-7,2025-10-27
15547,412,28,2,1,740,5,5,26.46,38.59,1021.09,Team-14,2025-10-19
15548,336,23,4,3,2014,5,2,29.85,125.44,3744.38,Team-11,2025-10-08
15549,326,22,1,6,587,3,4,10.82,93.17,1008.1,Team-4,2025-09-21
15550,404,28,2,5,2348,4,1,11.37,50.53,574.53,Team-14,2025-10-19
15551,198,13,5,7,566,5,7,19.49,94.38,1839.47,Team-11,2025-09-02
15552,167,11,2,7,805,5,4,18.66,43.91,819.36,Team-18,2025-10-10
15553,84,6,1,3,1925,5,2,3.38,42.11,142.33,Team-3,2025-10-26
15554,335,23,4,6,2241,4,3,5.68,38.45,218.4,Team-9,2025-07-26
15555,44,3,2,6,2637,2,,9.08,71.74,651.4,Team-15,2025-09-17
15556,235,16,5,8,971,5,6,5.16,111.01,572.81,Team-11,2025-07-31
15557,442,30,2,8,1390,3,1,13.34,138.0,1840.92,Team-6,2025-08-30
15558,315,22,1,7,191,4,5,11.57,120.85,1398.23,Team-17,2025-07-27
15559,44,3,2,1,1957,5,2,15.41,23.76,366.14,Team-6,2025-08-30
15560,415,28,2,2,1967,2,,22.85,119.0,2719.15,Team-12,2025-08-23
15561,158,10,1,8,97,1,,2.63,72.89,191.7,Team-7,2025-07-02
15562,49,4,4,2,2500,5,3,3.18,65.98,209.82,Team-3,2025-09-01
15563,101,7,1,7,832,1,,3.67,35.5,130.28,Team-12,2025-09-12
15564,179,12,3,4,1675,4,6,8.95,69.69,623.73,Team-20,2025-09-06
15565,402,28,2,8,798,3,3,20.93,57.1,1195.1,Team-2,2025-09-20
15566,12,1,4,5,424,2,,15.97,26.04,415.86,Team-13,2025-08-23
15567,149,10,1,6,1759,2,,3.33,43.18,143.79,Team-5,2025-09-24
15568,165,11,2,7,2535,5,6,21.73,42.61,925.92,Team-15,2025-07-26
15569,26,2,4,8,1155,3,2,13.58,13.04,177.08,Team-15,2025-08-25
15570,366,25,2,5,246,2,,18.73,34.64,648.81,Team-5,2025-10-06
15571,20,2,4,7,1672,2,,8.29,84.62,701.5,Team-6,2025-07-25
15572,413,28,2,3,2376,4,1,8.54,54.35,464.15,Team-5,2025-09-09
15573,220,15,4,8,2567,4,5,5.25,91.76,481.74,Team-6,2025-08-02
15574,432,30,2,4,1747,1,,12.22,121.86,1489.13,Team-9,2025-08-27
15575,263,18,5,1,923,4,5,27.68,116.32,3219.74,Team-8,2025-08-22
15576,161,11,2,1,402,5,3,1.6,90.73,145.17,Team-12,2025-09-10
15577,326,22,1,4,208,1,,3.05,90.37,275.63,Team-10,2025-07-19
15578,98,7,1,7,784,1,,2.7,15.38,41.53,Team-8,2025-07-20
15579,351,24,4,6,1882,4,4,6.74,115.5,778.47,Team-9,2025-10-08
15580,258,18,5,3,1842,1,,8.49,33.33,282.97,Team-13,2025-07-11
15581,212,14,4,5,137,2,,7.49,114.54,857.9,Team-2,2025-10-13
15582,411,28,2,2,914,1,,12.05,26.11,314.63,Team-8,2025-07-02
15583,355,25,2,7,2747,2,,10.77,92.35,994.61,Team-4,2025-10-01
15584,314,21,1,5,66,4,4,31.21,37.43,1168.19,Team-8,2025-09-15
15585,104,7,1,5,394,1,,9.63,36.75,353.9,Team-18,2025-09-12
15586,374,26,3,4,2401,5,4,2.33,99.93,232.84,Team-14,2025-10-05
15587,403,28,2,2,554,2,,5.66,82.02,464.23,Team-17,2025-10-06
15588,336,23,4,7,1732,1,,26.64,146.07,3891.3,Team-18,2025-09-17
15589,404,28,2,7,2749,5,7,13.29,24.0,318.96,Team-15,2025-08-28
15590,204,13,5,6,1756,1,,18.28,36.24,662.47,Team-17,2025-07-08
15591,175,12,3,7,1585,4,2,10.79,37.05,399.77,Team-12,2025-08-13
15592,127,9,2,4,797,4,5,11.08,83.89,929.5,Team-18,2025-09-03
15593,198,13,5,5,2252,2,,17.01,79.99,1360.63,Team-8,2025-07-25
15594,425,29,1,8,1049,1,,4.69,57.06,267.61,Team-12,2025-07-29
15595,392,27,1,8,1092,4,7,5.59,91.56,511.82,Team-18,2025-07-01
15596,374,26,3,5,367,4,1,9.4,37.99,357.11,Team-10,2025-09-05
15597,321,22,1,5,343,5,5,4.86,142.15,690.85,Team-17,2025-09-02
15598,260,18,5,1,1290,1,,7.87,80.43,632.98,Team-17,2025-07-04
15599,155,10,1,8,393,1,,10.91,117.05,1277.02,Team-16,2025-10-24
15600,56,4,4,5,1874,2,,16.93,22.65,383.46,Team-13,2025-09-12
15601,392,27,1,6,79,5,3,14.91,29.71,442.98,Team-12,2025-10-06
15602,375,26,3,4,8,4,4,11.65,126.43,1472.91,Team-9,2025-07-25
15603,173,12,3,1,2675,4,4,14.93,96.35,1438.51,Team-20,2025-08-18
15604,182,12,3,6,992,1,,15.9,77.84,1237.66,Team-8,2025-09-24
15605,58,4,4,3,1904,2,,5.44,38.1,207.26,Team-6,2025-09-13
15606,122,8,4,6,1098,5,5,12.34,101.01,1246.46,Team-3,2025-10-10
15607,239,17,3,4,711,5,4,9.99,93.22,931.27,Team-15,2025-10-01
15608,422,29,1,3,684,3,7,25.44,57.24,1456.19,Team-16,2025-10-26
15609,29,2,4,2,225,1,,22.85,96.51,2205.25,Team-20,2025-08-09
15610,436,30,2,2,1289,5,1,9.73,97.65,950.13,Team-9,2025-08-26
15611,313,21,1,7,2778,4,7,6.75,33.57,226.6,Team-3,2025-08-02
15612,139,9,2,1,2619,4,1,12.66,117.93,1492.99,Team-14,2025-07-05
15613,391,27,1,7,849,5,7,11.24,15.9,178.72,Team-5,2025-08-26
15614,368,26,3,2,1330,5,2,7.55,30.58,230.88,Team-6,2025-10-28
15615,340,23,4,6,1573,1,,2.33,52.35,121.98,Team-16,2025-07-04
15616,321,22,1,5,2802,5,6,12.57,127.9,1607.7,Team-18,2025-09-08
15617,29,2,4,6,1771,2,,3.82,129.55,494.88,Team-7,2025-09-19
15618,85,6,1,2,1022,5,5,13.21,91.58,1209.77,Team-20,2025-09-17
15619,415,28,2,3,2534,5,1,9.01,40.49,364.81,Team-7,2025-09-24
15620,32,3,2,4,301,1,,5.09,38.82,197.59,Team-1,2025-08-29
15621,168,11,2,6,1999,5,3,12.02,53.47,642.71,Team-20,2025-08-26
15622,323,22,1,5,493,2,,9.33,86.74,809.28,Team-7,2025-07-03
15623,307,21,1,3,582,2,,12.47,112.14,1398.39,Team-19,2025-09-27
15624,127,9,2,7,719,4,1,8.24,40.92,337.18,Team-9,2025-08-11
15625,46,3,2,8,918,2,,8.14,149.49,1216.85,Team-16,2025-08-18
15626,267,18,5,7,964,4,4,9.4,58.99,554.51,Team-2,2025-08-21
15627,330,23,4,1,908,5,6,9.3,103.89,966.18,Team-6,2025-08-23
15628,143,10,1,5,239,4,6,2.69,94.36,253.83,Team-4,2025-09-20
15629,116,8,4,8,798,5,1,11.31,129.61,1465.89,Team-6,2025-08-17
15630,381,26,3,8,1155,1,,20.73,44.41,920.62,Team-11,2025-10-10
15631,266,18,5,8,416,2,,15.33,59.17,907.08,Team-12,2025-08-29
15632,31,3,2,1,1504,3,3,10.28,47.53,488.61,Team-19,2025-08-14
15633,73,5,1,3,2433,3,1,13.09,12.02,157.34,Team-11,2025-10-10
15634,202,13,5,3,329,5,5,19.06,145.02,2764.08,Team-6,2025-07-25
15635,74,5,1,8,2677,4,1,18.36,113.71,2087.72,Team-17,2025-09-13
