IrrigationEventID,FieldID,FarmID,RegionID,IrrigationMethodID,DateTimeID,VolumeM3,DurationMinutes,EnergyKWh,SourceType,CreatedDate
15490,409,28,2,1,2287,73.03,42,5.87,Reservoir,2025-09-17
15491,423,29,1,2,1638,163.0,150,22.93,Borewell,2025-10-01
15492,259,18,5,3,2672,85.56,189,31.42,Canal,2025-09-30
15493,75,5,1,3,791,38.31,182,7.63,Borewell,2025-09-21
15494,425,29,1,1,2140,74.16,215,20.1,Canal,2025-08-30
15495,200,13,5,2,2718,63.45,24,5.11,Reservoir,2025-07-22
15496,335,23,4,2,1460,62.26,146,9.63,Borewell,2025-07-15
15497,440,30,2,2,731,88.3,134,8.88,Borewell,2025-10-03
15498,378,26,3,4,835,132.7,197,22.6,Canal,2025-10-23
15499,145,10,1,4,2252,65.5,106,32.32,Borewell,2025-10-17
15500,435,30,2,2,1183,23.14,184,5.42,Borewell,2025-07-03
15501,52,4,4,1,716,80.26,213,12.29,Borewell,2025-08-12
15502,24,2,4,1,862,64.96,35,25.71,Canal,2025-09-19
15503,41,3,2,4,2397,45.7,33,11.65,Reservoir,2025-07-18
15504,144,10,1,1,2451,33.9,17,2.38,Reservoir,2025-09-02
15505,272,19,5,4,2813,21.23,140,13.49,Canal,2025-09-29
15506,187,12,3,1,1574,58.02,151,39.35,Reservoir,2025-10-19
15507,378,26,3,4,1427,74.12,166,18.58,Canal,2025-10-22
15508,213,15,4,1,2370,80.69,233,6.7,Canal,2025-07-26
15509,46,3,2,2,446,30.78,236,22.22,Canal,2025-07-27
15510,116,8,4,3,2152,143.37,74,8.75,Borewell,2025-07-07
15511,339,23,4,3,916,47.98,209,1.74,Borewell,2025-07-02
15512,225,15,4,2,2695,92.61,65,2.7,Borewell,2025-10-04
15513,61,4,4,2,817,146.76,56,10.84,Borewell,2025-08-08
15514,122,8,4,4,2686,94.58,118,6.57,Reservoir,2025-07-20
15515,229,16,5,1,2213,59.48,172,12.42,Reservoir,2025-09-03
15516,182,12,3,3,1619,57.83,16,8.82,Reservoir,2025-09-10
15517,285,19,5,3,2523,106.31,53,19.32,Canal,2025-07-02
15518,356,25,2,2,2097,52.48,118,30.72,Canal,2025-07-13
15519,236,16,5,4,1359,165.55,107,24.69,Reservoir,2025-07-24
15520,235,16,5,1,2611,161.49,68,30.61,Borewell,2025-08-10
15521,1,1,4,1,2732,84.81,174,19.1,Borewell,2025-07-29
15522,318,22,1,2,1626,79.85,48,33.41,Borewell,2025-08-24
15523,326,22,1,1,1479,18.85,118,3.85,Reservoir,2025-10-16
15524,315,22,1,4,1108,104.43,141,5.23,Borewell,2025-09-26
15525,177,12,3,3,2654,83.06,93,12.77,Reservoir,2025-07-31
15526,45,3,2,4,1407,42.68,178,18.27,Borewell,2025-08-14
15527,439,30,2,4,2818,52.98,136,10.84,Borewell,2025-08-28
15528,171,11,2,3,1329,138.08,239,12.78,Canal,2025-07-17
15529,363,25,2,1,1760,42.62,186,0.75,Canal,2025-10-28
15530,437,30,2,3,234,69.54,130,4.24,Borewell,2025-07-31
15531,4,1,4,3,2879,210.9,61,4.19,Canal,2025-08-30
15532,259,18,5,3,196,81.45,27,12.16,Borewell,2025-08-06
15533,139,9,2,4,140,81.49,50,2.99,Reservoir,2025-10-15
15534,169,11,2,3,1544,81.21,197,13.07,Canal,2025-08-05
15535,56,4,4,2,774,148.83,169,7.2,Borewell,2025-07-07
15536,185,12,3,3,2614,101.22,199,9.89,Borewell,2025-09-06
15537,196,13,5,2,891,10.42,192,24.96,Canal,2025-07-26
15538,197,13,5,3,1866,57.4,223,13.86,Borewell,2025-07-08
15539,67,5,1,1,91,67.17,189,1.61,Canal,2025-08-11
15540,207,14,4,1,1499,59.58,217,11.87,Canal,2025-08-05
15541,30,2,4,2,2695,112.92,204,14.47,Canal,2025-07-17
15542,42,3,2,2,2817,125.91,62,4.06,Borewell,2025-10-22
15543,68,5,1,4,1344,24.24,34,15.46,Reservoir,2025-09-10
15544,371,26,3,4,705,91.2,45,17.71,Borewell,2025-09-19
15545,429,29,1,1,1934,30.23,233,1.73,Canal,2025-08-26
15546,103,7,1,1,2337,62.5,170,5.66,Canal,2025-07-07
15547,53,4,4,3,1207,74.13,235,5.45,Reservoir,2025-08-11
15548,419,29,1,1,1270,90.95,180,10.22,Borewell,2025-07-21
15549,278,19,5,1,2095,54.62,172,18.65,Canal,2025-08-29
15550,54,4,4,1,423,71.29,22,21.04,Borewell,2025-09-30
15551,182,12,3,1,1631,97.46,238,5.15,Canal,2025-07-14
15552,252,17,3,2,2780,24.38,220,12.75,Canal,2025-07-13
15553,421,29,1,2,2560,80.05,38,2.73,Borewell,2025-08-29
15554,119,8,4,4,668,46.37,218,17.42,Reservoir,2025-10-13
15555,252,17,3,3,1196,121.83,48,6.71,Canal,2025-10-06
15556,397,28,2,2,2028,29.02,186,9.74,Canal,2025-07-10
15557,94,6,1,4,2383,82.4,177,12.1,Borewell,2025-08-14
15558,107,7,1,3,1115,36.97,105,15.67,Borewell,2025-10-20
15559,152,10,1,3,325,21.09,26,31.13,Borewell,2025-07-16
15560,42,3,2,4,2831,89.37,20,0.8,Borewell,2025-07-13
15561,301,20,1,1,607,46.11,236,13.92,Canal,2025-08-18
15562,159,10,1,4,2245,35.78,24,18.74,Canal,2025-08-26
15563,282,19,5,4,2209,36.23,227,6.1,Reservoir,2025-10-10
15564,276,19,5,4,811,24.02,209,2.18,Canal,2025-09-01
15565,304,20,1,2,513,130.87,177,36.11,Borewell,2025-09-01
15566,266,18,5,3,67,129.91,101,31.4,Canal,2025-09-29
15567,70,5,1,3,2805,44.54,95,16.17,Borewell,2025-07-11
15568,66,4,4,2,1806,42.51,223,27.28,Borewell,2025-07-07
15569,106,7,1,1,424,102.09,179,6.12,Borewell,2025-08-28
15570,175,12,3,4,1099,90.87,153,24.51,Canal,2025-07-23
15571,231,16,5,3,264,82.11,166,19.46,Canal,2025-07-22
15572,337,23,4,1,510,37.11,203,17.7,Reservoir,2025-07-30
15573,306,21,1,3,1795,34.32,165,19.15,Canal,2025-09-26
15574,145,10,1,2,1297,21.24,207,9.58,Borewell,2025-09-06
15575,388,27,1,1,1917,76.03,159,27.32,Reservoir,2025-07-27
15576,235,16,5,4,2603,56.18,96,19.95,Borewell,2025-09-06
15577,291,20,1,1,2619,47.91,126,11.17,Canal,2025-09-09
15578,137,9,2,3,576,141.96,218,38.52,Canal,2025-10-22
15579,353,24,4,4,348,34.67,103,15.38,Borewell,2025-09-08
15580,207,14,4,1,932,163.63,166,6.85,Borewell,2025-09-28
15581,133,9,2,4,523,33.34,38,44.07,Borewell,2025-09-15
15582,89,6,1,3,2179,67.44,151,14.13,Canal,2025-10-04
15583,402,28,2,4,1009,16.2,95,35.82,Borewell,2025-09-11
15584,308,21,1,1,1903,75.54,85,17.22,Borewell,2025-08-06
15585,252,17,3,3,1004,48.95,28,8.97,Borewell,2025-09-13
15586,44,3,2,3,523,31.46,48,6.54,Canal,2025-08-01
15587,126,9,2,3,113,34.46,221,11.65,Borewell,2025-08-06
15588,138,9,2,4,10,62.82,109,12.09,Canal,2025-07-06
15589,397,28,2,2,1591,32.22,153,12.22,Borewell,2025-10-11
15590,373,26,3,2,1158,132.12,51,4.06,Borewell,2025-09-29
15591,212,14,4,2,2731,168.15,186,16.22,Canal,2025-09-16
15592,108,7,1,3,2766,260.24,152,0.87,Canal,2025-08-30
15593,113,8,4,1,708,117.55,46,4.03,Borewell,2025-10-17
15594,56,4,4,3,1182,105.3,221,11.45,Canal,2025-08-30
15595,359,25,2,1,2649,60.47,156,16.42,Canal,2025-08-04
15596,84,6,1,4,524,81.24,28,0.95,Borewell,2025-08-07
15597,244,17,3,3,122,31.11,117,26.51,Borewell,2025-08-08
15598,345,23,4,4,1174,58.94,232,7.35,Canal,2025-09-03
15599,348,24,4,3,609,49.94,29,8.98,Canal,2025-09-25
15600,1,1,4,2,846,17.26,78,37.39,Canal,2025-08-19
15601,21,2,4,1,212,122.22,178,22.23,Canal,2025-08-19
15602,289,19,5,2,247,20.52,224,9.78,Canal,2025-08-15
15603,310,21,1,1,247,25.38,135,23.71,Canal,2025-07-21
15604,41,3,2,3,350,76.25,119,7.42,Borewell,2025-07-07
15605,205,14,4,1,2659,32.7,197,12.08,Canal,2025-09-18
15606,363,25,2,1,1776,119.67,54,33.16,Borewell,2025-10-01
15607,362,25,2,4,764,91.86,201,8.28,Borewell,2025-07-03
15608,58,4,4,4,1396,82.69,24,18.87,Borewell,2025-09-09
15609,381,26,3,3,1292,59.05,146,25.05,Borewell,2025-08-22
15610,29,2,4,3,710,96.35,195,9.12,Canal,2025-09-12
15611,404,28,2,4,1627,101.51,53,20.22,Canal,2025-10-22
15612,48,4,4,3,2551,43.22,102,38.72,Canal,2025-07-24
15613,26,2,4,3,379,114.19,190,17.78,Borewell,2025-10-11
15614,143,10,1,1,1769,143.68,84,2.31,Canal,2025-09-04
15615,19,2,4,2,2734,88.11,81,29.88,Borewell,2025-07-17
15616,384,26,3,1,1022,48.42,186,2.76,Canal,2025-09-06
15617,129,9,2,3,1906,62.21,233,14.95,Canal,2025-07-24
15618,326,22,1,4,1674,88.81,136,8.04,Canal,2025-08-15
15619,386,26,3,4,1038,37.08,195,3.75,Borewell,2025-08-29
15620,244,17,3,3,2150,38.66,213,16.21,Reservoir,2025-08-28
15621,239,17,3,2,113,47.38,193,5.81,Canal,2025-08-18
15622,209,14,4,4,2146,38.5,144,17.16,Canal,2025-09-20
15623,132,9,2,3,668,89.4,36,1.45,Borewell,2025-08-26
15624,291,20,1,2,2316,132.78,32,0.77,Borewell,2025-07-03
15625,344,23,4,1,846,129.28,228,11.63,Reservoir,2025-09-06
15626,226,15,4,1,2215,46.06,168,10.93,Borewell,2025-10-08
15627,286,19,5,4,1726,107.37,165,2.12,Canal,2025-09-28
15628,331,23,4,1,2739,37.56,62,17.61,Borewell,2025-07-17
15629,376,26,3,2,2412,24.9,109,15.25,Canal,2025-07-15
15630,168,11,2,3,2779,47.23,31,8.09,Borewell,2025-09-03
15631,421,29,1,2,423,109.98,239,5.42,Borewell,2025-10-27
15632,323,22,1,3,2731,72.23,78,11.87,Borewell,2025-10-21
15633,394,27,1,3,1505,56.46,218,7.56,Canal,2025-10-09
15634,182,12,3,3,67,30.55,25,18.4,Canal,2025-10-28
15635,206,14,4,1,81,103.11,67,11.92,Borewell,2025-10-05
15636,105,7,1,3,2651,102.46,183,27.32,Canal,2025-08-14
15637,337,23,4,2,2414,106.9,173,5.7,Canal,2025-07-22
15638,339,23,4,2,79,114.9,209,1.77,Canal,2025-07-21
15639,141,9,2,2,2618,156.51,236,16.16,Reservoir,2025-10-18
15640,55,4,4,2,1782,29.08,179,34.39,Borewell,2025-08-05
15641,398,28,2,3,534,69.78,153,16.45,Canal,2025-08-16
15642,164,11,2,3,1551,43.46,231,4.72,Borewell,2025-08-31
15643,255,17,3,2,1062,159.2,178,19.39,Canal,2025-07-09
15644,134,9,2,4,223,76.88,136,9.11,Canal,2025-07-17
15645,86,6,1,1,2314,122.41,148,12.23,Borewell,2025-09-14
15646,61,4,4,2,236,77.87,74,30.25,Canal,2025-10-03
15647,341,23,4,1,2525,22.34,113,5.54,Canal,2025-08-08
15648,79,5,1,3,2224,32.78,176,18.56,Canal,2025-08-04
15649,323,22,1,3,1141,92.02,92,18.53,Canal,2025-07-05
15650,193,13,5,3,935,122.06,106,9.23,Borewell,2025-09-20
15651,157,10,1,4,678,36.32,189,6.78,Canal,2025-07-12
15652,112,8,4,4,2734,86.75,204,34.95,Canal,2025-10-05
15653,317,22,1,3,2599,72.64,160,4.07,Borewell,2025-08-26
15654,171,11,2,2,725,74.01,20,15.5,Canal,2025-09-01
15655,201,13,5,3,510,120.73,130,7.69,Borewell,2025-08-11
15656,70,5,1,1,886,74.48,52,12.87,Canal,2025-10-20
15657,338,23,4,1,1955,111.96,207,12.57,Borewell,2025-07-02
15658,133,9,2,3,1269,41.69,136,3.5,Borewell,2025-09-01
15659,214,15,4,3,1539,8.22,167,15.6,Reservoir,2025-09-26
15660,194,13,5,2,2172,92.67,145,18.79,Canal,2025-10-02
15661,412,28,2,1,829,36.18,186,3.5,Canal,2025-09-18
15662,261,18,5,1,697,79.38,229,10.57,Borewell,2025-08-13
15663,152,10,1,4,2158,56.66,131,17.09,Canal,2025-10-15
15664,243,17,3,1,1599,40.44,33,2.73,Reservoir,2025-10-24
15665,397,28,2,3,1615,78.64,140,32.82,Canal,2025-08-28
15666,351,24,4,2,1363,144.12,233,10.51,Borewell,2025-07-16
15667,188,13,5,2,733,96.37,145,18.65,Canal,2025-10-21
15668,19,2,4,1,124,58.36,105,23.61,Canal,2025-07-01
15669,381,26,3,1,396,90.47,20,39.81,Canal,2025-08-07
15670,367,26,3,3,1883,18.88,66,7.22,Borewell,2025-09-28
15671,399,28,2,1,1454,36.51,59,11.2,Reservoir,2025-07-30
15672,127,9,2,4,2431,86.33,116,7.58,Canal,2025-07-29
15673,6,1,4,4,1639,24.99,209,17.99,Borewell,2025-10-01
15674,69,5,1,2,2580,48.56,26,21.14,Reservoir,2025-09-14
15675,259,18,5,2,1496,109.95,44,14.6,Borewell,2025-07-14
15676,391,27,1,3,224,34.52,31,19.6,Borewell,2025-07-28
15677,134,9,2,3,2119,83.08,96,15.96,Canal,2025-07-06
15678,381,26,3,4,150,194.73,218,6.17,Borewell,2025-08-13
15679,325,22,1,4,1512,144.53,170,7.32,Canal,2025-09-03
15680,21,2,4,2,172,43.38,124,8.38,Canal,2025-07-17
15681,278,19,5,3,1244,47.53,152,12.46,Canal,2025-07-07
15682,145,10,1,2,1952,82.67,224,3.36,Borewell,2025-07-07
15683,53,4,4,4,607,28.16,154,5.75,Borewell,2025-09-25
15684,355,25,2,4,2180,134.47,42,12.49,Borewell,2025-09-03
15685,97,6,1,2,732,103.03,152,26.4,Canal,2025-10-04
15686,245,17,3,1,2094,100.8,112,12.23,Borewell,2025-08-14
15687,231,16,5,3,634,95.15,74,7.76,Canal,2025-07-26
15688,191,13,5,2,2214,21.93,105,28.47,Reservoir,2025-08-02
15689,273,19,5,1,2443,106.45,157,8.26,Canal,2025-09-14
15690,248,17,3,4,595,40.21,160,13.43,Borewell,2025-07-21
15691,243,17,3,2,1086,90.99,92,5.64,Canal,2025-10-25
15692,202,13,5,3,1675,88.23,237,8.25,Borewell,2025-10-13
15693,366,25,2,4,490,101.97,57,10.33,Borewell,2025-08-31
15694,234,16,5,1,183,44.31,80,29.14,Borewell,2025-09-29
15695,45,3,2,1,1830,86.41,71,3.23,Borewell,2025-10-05
15696,87,6,1,4,1080,49.32,16,14.25,Borewell,2025-10-01
15697,332,23,4,2,80,96.75,152,10.8,Borewell,2025-09-03
15698,430,30,2,4,452,34.35,37,25.11,Canal,2025-09-01
15699,186,12,3,1,1988,130.31,192,12.32,Borewell,2025-09-11
15700,75,5,1,4,2217,66.28,125,27.53,Borewell,2025-08-29
15701,147,10,1,1,662,49.19,79,9.66,Reservoir,2025-09-02
15702,127,9,2,1,2526,74.81,92,3.45,Reservoir,2025-10-18
15703,347,24,4,3,2268,77.3,214,15.44,Borewell,2025-09-07
15704,119,8,4,1,375,71.69,116,19.73,Borewell,2025-09-17
15705,417,29,1,4,1460,49.06,234,4.4,Canal,2025-08-27
15706,136,9,2,2,2764,84.53,30,22.9,Canal,2025-07-25
15707,414,28,2,2,2623,56.99,83,10.36,Borewell,2025-07-04
15708,89,6,1,1,332,108.11,208,17.9,Borewell,2025-08-10
15709,163,11,2,2,811,95.8,39,29.91,Reservoir,2025-09-21
15710,39,3,2,2,31,94.55,210,21.26,Borewell,2025-09-17
15711,100,7,1,4,541,140.07,29,6.82,Reservoir,2025-07-30
15712,425,29,1,2,1638,61.97,99,7.03,Borewell,2025-08-23
15713,412,28,2,2,2701,35.08,218,7.19,Canal,2025-10-22
15714,252,17,3,2,2815,83.15,89,5.34,Canal,2025-10-24
15715,155,10,1,2,807,110.34,224,54.44,Canal,2025-10-14
15716,437,30,2,1,478,164.42,198,9.02,Canal,2025-07-02
15717,355,25,2,2,2824,33.43,73,6.67,Canal,2025-09-07
15718,122,8,4,2,1258,78.65,193,9.06,Borewell,2025-07-27
15719,342,23,4,3,2719,86.2,25,13.31,Canal,2025-09-22
15720,82,6,1,2,2347,45.86,47,25.27,Canal,2025-08-14
15721,185,12,3,1,2843,40.48,132,3.11,Canal,2025-08-07
15722,207,14,4,2,2622,3.76,37,4.5,Borewell,2025-08-14
15723,232,16,5,1,1634,86.1,201,13.75,Canal,2025-07-03
15724,443,30,2,4,1579,113.64,113,2.36,Canal,2025-07-25
15725,41,3,2,3,597,58.01,210,9.27,Borewell,2025-08-05
15726,150,10,1,3,1399,161.64,19,14.27,Borewell,2025-07-02
15727,108,7,1,3,2564,36.61,167,22.71,Borewell,2025-08-25
15728,237,16,5,2,2540,67.53,195,5.77,Borewell,2025-07-09
15729,187,12,3,4,443,131.6,130,10.91,Reservoir,2025-07-04
15730,251,17,3,4,2454,199.89,164,18.35,Borewell,2025-09-23
15731,277,19,5,3,913,32.65,184,11.04,Canal,2025-08-14
15732,382,26,3,4,133,162.89,192,23.91,Reservoir,2025-09-02
15733,171,11,2,4,1112,54.43,127,15.08,Borewell,2025-08-13
15734,130,9,2,1,2117,103.95,185,18.72,Borewell,2025-10-13
15735,83,6,1,1,1914,53.94,97,4.36,Borewell,2025-09-22
15736,180,12,3,1,1591,108.96,65,19.89,Borewell,2025-10-28
15737,404,28,2,1,245,178.85,132,1.3,Canal,2025-08-01
15738,181,12,3,2,2286,47.19,211,15.32,Reservoir,2025-08-16
15739,85,6,1,3,1494,32.9,106,18.44,Reservoir,2025-08-12
15740,301,20,1,1,1654,39.69,129,15.94,Canal,2025-07-23
15741,143,10,1,2,1940,96.53,86,27.99,Borewell,2025-09-14
15742,133,9,2,4,1004,141.91,144,23.13,Borewell,2025-08-24
15743,158,10,1,3,142,12.22,158,10.48,Reservoir,2025-08-06
15744,24,2,4,2,2519,34.86,165,16.17,Borewell,2025-08-22
15745,285,19,5,1,1481,83.07,61,1.35,Borewell,2025-09-18
15746,58,4,4,1,1686,101.49,224,9.27,Canal,2025-07-26
15747,244,17,3,4,530,160.82,74,10.19,Borewell,2025-09-27
15748,116,8,4,2,2203,83.43,144,11.29,Canal,2025-09-03
15749,295,20,1,1,103,192.57,202,13.31,Canal,2025-09-27
15750,286,19,5,2,1926,112.05,41,9.01,Canal,2025-10-19
15751,77,5,1,3,1484,139.82,231,12.84,Canal,2025-07-13
15752,297,20,1,3,1243,75.32,149,23.99,Reservoir,2025-09-20
15753,149,10,1,2,2629,38.24,15,8.37,Canal,2025-09-15
15754,361,25,2,3,2358,49.81,80,5.48,Reservoir,2025-10-12
15755,132,9,2,2,166,55.38,56,11.88,Reservoir,2025-08-17
15756,98,7,1,1,2635,42.74,167,6.66,Borewell,2025-07-21
15757,403,28,2,3,1042,67.33,153,50.22,Canal,2025-09-10
15758,46,3,2,4,2842,65.82,29,14.54,Canal,2025-08-10
15759,11,1,4,1,6,33.52,20,14.94,Borewell,2025-07-29
15760,42,3,2,4,2727,70.79,52,10.63,Canal,2025-07-23
15761,347,24,4,4,1706,49.86,124,9.9,Canal,2025-09-16
15762,415,28,2,4,818,17.93,154,15.52,Canal,2025-10-16
15763,318,22,1,4,1379,112.48,19,27.97,Borewell,2025-09-16
15764,256,17,3,3,2670,114.62,172,5.95,Canal,2025-07-19
15765,42,3,2,1,590,42.24,184,9.91,Borewell,2025-09-11
15766,7,1,4,2,1738,38.4,83,12.58,Borewell,2025-10-11
15767,331,23,4,2,2540,70.23,97,11.3,Borewell,2025-07-09
15768,179,12,3,4,2311,74.38,119,9.02,Borewell,2025-08-22
15769,333,23,4,4,2189,74.62,156,8.27,Canal,2025-07-05
15770,68,5,1,4,1963,61.76,89,32.26,Canal,2025-07-13
15771,403,28,2,2,2851,140.36,150,62.83,Borewell,2025-10-07
15772,152,10,1,1,451,132.78,218,9.56,Canal,2025-08-12
15773,210,14,4,1,2012,40.96,234,16.89,Canal,2025-10-08
15774,188,13,5,2,1835,154.25,238,5.21,Canal,2025-08-25
15775,136,9,2,1,465,90.69,153,35.51,Canal,2025-07-30
15776,297,20,1,4,1244,55.48,230,26.72,Canal,2025-07-27
15777,29,2,4,4,1007,75.89,79,1.96,Canal,2025-08-04
15778,404,28,2,3,1087,41.89,199,5.3,Borewell,2025-07-12
15779,38,3,2,1,1027,115.99,230,6.45,Reservoir,2025-07-20
15780,46,3,2,1,637,74.04,189,31.39,Borewell,2025-10-07
15781,350,24,4,2,946,80.08,142,23.39,Canal,2025-08-03
15782,46,3,2,3,414,87.38,29,10.06,Canal,2025-09-29
15783,235,16,5,2,1055,177.0,200,0.86,Borewell,2025-10-16
15784,322,22,1,3,944,46.2,201,16.38,Borewell,2025-08-27
15785,255,17,3,1,1499,67.98,127,16.3,Reservoir,2025-08-22
15786,118,8,4,1,612,44.57,81,13.14,Borewell,2025-09-25
15787,434,30,2,3,2324,63.49,16,10.04,Canal,2025-10-06
15788,150,10,1,2,41,120.06,23,6.51,Canal,2025-10-07
15789,308,21,1,4,177,149.91,195,9.15,Canal,2025-09-08
15790,40,3,2,3,2383,201.13,239,9.37,Borewell,2025-07-24
15791,304,20,1,1,20,41.5,225,6.87,Reservoir,2025-08-02
15792,277,19,5,4,247,7.29,70,20.72,Canal,2025-10-27
15793,170,11,2,1,1253,84.98,63,6.07,Reservoir,2025-09-12
15794,87,6,1,1,2403,102.72,233,14.21,Canal,2025-10-19
15795,232,16,5,3,2574,66.2,89,8.8,Borewell,2025-09-11
15796,339,23,4,4,2175,13.08,17,2.53,Borewell,2025-09-03
15797,65,4,4,2,2371,62.82,130,17.61,Borewell,2025-09-16
15798,57,4,4,3,651,83.89,217,10.53,Borewell,2025-08-16
15799,352,24,4,4,486,169.49,227,9.97,Canal,2025-09-06
15800,154,10,1,3,807,279.69,157,12.72,Borewell,2025-09-04
15801,113,8,4,1,1350,67.19,141,6.77,Borewell,2025-08-15
15802,432,30,2,1,534,161.77,139,5.74,Borewell,2025-09-26
15803,257,18,5,3,356,109.47,79,2.83,Borewell,2025-09-05
15804,295,20,1,2,2804,79.38,181,25.55,Reservoir,2025-09-10
15805,313,21,1,4,1133,64.74,97,2.0,Canal,2025-09-25
15806,325,22,1,1,170,39.81,124,4.41,Canal,2025-08-27
15807,75,5,1,4,1565,164.7,26,21.18,Canal,2025-09-11
15808,148,10,1,2,1867,58.3,27,15.72,Canal,2025-07-22
15809,302,20,1,4,1050,39.03,123,5.76,Reservoir,2025-08-16
15810,127,9,2,2,626,78.97,61,7.36,Borewell,2025-07-04
15811,63,4,4,2,2419,84.12,91,16.5,Borewell,2025-08-06
15812,105,7,1,1,1494,58.09,125,11.14,Reservoir,2025-09-29
15813,441,30,2,4,1338,98.04,55,5.95,Canal,2025-08-03
15814,140,9,2,2,259,167.25,174,20.19,Reservoir,2025-08-28
15815,426,29,1,2,111,19.75,215,12.28,Canal,2025-10-26
15816,200,13,5,4,2647,33.38,159,8.0,Borewell,2025-07-10
15817,141,9,2,2,276,50.82,155,7.84,Reservoir,2025-08-28
15818,399,28,2,3,2308,82.98,31,31.77,Borewell,2025-09-07
15819,401,28,2,1,1579,67.3,166,27.18,Reservoir,2025-08-20
15820,367,26,3,3,2238,139.04,198,8.48,Canal,2025-08-16
15821,71,5,1,4,50,78.63,116,0.79,Canal,2025-10-14
15822,288,19,5,2,1593,65.6,227,25.61,Reservoir,2025-07-06
15823,309,21,1,1,1480,73.33,107,26.26,Reservoir,2025-07-19
15824,208,14,4,3,2022,50.29,54,7.28,Reservoir,2025-10-25
15825,89,6,1,3,1627,31.14,85,13.42,Borewell,2025-09-16
15826,10,1,4,2,1309,96.02,22,4.35,Borewell,2025-10-24
15827,355,25,2,2,2119,21.45,28,13.75,Borewell,2025-08-28
15828,36,3,2,4,427,49.98,226,23.22,Canal,2025-07-09
15829,179,12,3,4,1756,238.78,213,3.13,Borewell,2025-08-24
15830,86,6,1,2,858,47.28,32,13.89,Borewell,2025-08-05
15831,101,7,1,4,371,187.5,112,0.23,Canal,2025-08-09
15832,191,13,5,2,1375,52.41,143,5.57,Borewell,2025-08-03
15833,11,1,4,3,2071,201.47,21,14.46,Canal,2025-08-29
15834,251,17,3,3,356,30.01,131,3.55,Canal,2025-09-27
15835,257,18,5,1,763,55.83,82,31.15,Canal,2025-08-05
15836,404,28,2,4,328,76.27,76,11.55,Canal,2025-09-14
15837,195,13,5,1,505,74.01,107,25.57,Reservoir,2025-08-16
15838,153,10,1,3,2119,109.96,133,10.27,Borewell,2025-09-21
15839,40,3,2,1,2623,92.26,149,4.1,Borewell,2025-07-01
15840,202,13,5,4,2155,34.44,193,8.91,Canal,2025-08-20
15841,198,13,5,4,1718,44.79,57,3.08,Canal,2025-09-02
15842,431,30,2,3,2122,68.68,239,35.38,Reservoir,2025-10-25
15843,8,1,4,3,1423,64.88,20,40.23,Borewell,2025-07-17
15844,161,11,2,3,124,5.88,227,12.01,Canal,2025-08-28
15845,402,28,2,3,214,74.5,128,6.68,Borewell,2025-09-17
15846,388,27,1,3,817,78.1,105,8.03,Canal,2025-10-03
15847,133,9,2,4,1160,117.37,64,20.99,Borewell,2025-10-02
15848,1,1,4,2,1441,73.61,171,4.61,Borewell,2025-10-19
15849,306,21,1,4,2612,119.13,234,8.85,Borewell,2025-09-23
15850,98,7,1,3,2267,27.76,111,12.08,Borewell,2025-10-22
15851,217,15,4,2,1238,111.16,131,9.93,Borewell,2025-07-03
15852,130,9,2,1,2180,63.64,32,12.42,Canal,2025-10-18
15853,201,13,5,4,893,67.42,74,10.13,Canal,2025-09-13
15854,69,5,1,2,175,48.83,217,9.55,Reservoir,2025-08-17
15855,91,6,1,4,979,69.52,135,12.93,Canal,2025-10-17
15856,142,10,1,2,2372,112.34,195,4.02,Borewell,2025-08-14
15857,314,21,1,2,252,66.12,68,15.82,Canal,2025-08-24
15858,125,8,4,3,1075,64.85,77,24.37,Reservoir,2025-07-21
15859,83,6,1,4,2381,122.02,73,12.77,Borewell,2025-09-20
15860,1,1,4,4,1161,53.91,100,8.7,Borewell,2025-09-18
15861,381,26,3,1,2546,48.75,169,9.68,Reservoir,2025-10-17
15862,397,28,2,2,283,65.41,204,18.56,Canal,2025-07-02
15863,356,25,2,2,1955,31.93,220,9.71,Reservoir,2025-08-01
15864,123,8,4,3,29,86.9,31,12.79,Canal,2025-09-07
15865,178,12,3,3,2515,85.86,63,2.78,Reservoir,2025-08-22
15866,169,11,2,3,2010,125.71,50,9.82,Borewell,2025-08-08
15867,331,23,4,2,556,82.71,15,19.96,Canal,2025-09-28
15868,94,6,1,2,2786,129.72,91,43.57,Canal,2025-10-03
15869,325,22,1,4,1945,65.48,195,9.21,Canal,2025-08-19
15870,322,22,1,3,1861,49.62,156,13.67,Borewell,2025-07-02
15871,89,6,1,3,318,57.17,218,18.46,Borewell,2025-08-15
15872,80,5,1,1,2056,24.83,58,6.93,Reservoir,2025-08-09
15873,64,4,4,1,1928,39.98,93,8.27,Canal,2025-07-14
15874,258,18,5,3,176,58.82,104,9.24,Borewell,2025-09-15
15875,24,2,4,1,1919,69.27,157,8.96,Canal,2025-10-28
15876,124,8,4,1,1136,74.67,142,12.32,Borewell,2025-09-17
15877,86,6,1,1,1995,106.21,18,19.66,Borewell,2025-07-31
15878,179,12,3,2,369,26.83,108,4.67,Borewell,2025-08-31
15879,108,7,1,4,2787,67.91,92,9.0,Canal,2025-07-15
15880,53,4,4,1,288,25.28,223,30.95,Canal,2025-08-17
15881,18,2,4,3,848,103.59,70,18.64,Reservoir,2025-07-03
15882,379,26,3,1,860,50.59,43,10.07,Canal,2025-09-19
