PestIncidentID,FieldID,FarmID,RegionID,CropID,PestID,SeverityID,DateTimeID,AreaAffectedHectares,ActionTakenID,FollowUpRequired,CreatedDate
17646,26,2,4,2,1,1,2220,1.2,2,0,2025-09-30
17647,417,29,1,6,1,3,694,2.93,2,1,2025-10-02
17648,422,29,1,1,1,1,2830,2.1,3,0,2025-10-19
17649,76,5,1,4,5,2,5,3.31,4,0,2025-08-12
17650,306,21,1,3,4,2,452,2.83,1,0,2025-10-23
17651,197,13,5,3,3,2,2224,0.21,4,0,2025-08-15
17652,29,2,4,4,3,3,535,1.2,3,0,2025-07-12
17653,80,5,1,3,1,2,2841,3.7,4,1,2025-08-16
17654,285,19,5,3,2,4,2013,0.75,1,1,2025-10-06
17655,378,26,3,2,1,2,2056,4.17,1,0,2025-07-23
17656,215,15,4,1,1,1,1928,4.54,1,0,2025-09-30
17657,113,8,4,4,4,3,611,2.35,3,0,2025-10-22
17658,59,4,4,6,1,4,1160,1.23,1,1,2025-07-10
17659,439,30,2,8,4,1,300,1.33,2,0,2025-07-04
17660,23,2,4,5,2,2,2553,1.02,2,1,2025-09-09
17661,98,7,1,2,3,3,1341,2.11,1,0,2025-10-24
17662,67,5,1,2,4,3,703,4.03,2,0,2025-07-14
17663,73,5,1,3,4,2,760,1.13,3,0,2025-09-19
17664,244,17,3,2,4,4,596,4.59,4,0,2025-07-12
17665,153,10,1,5,1,1,791,4.14,3,0,2025-07-15
17666,15,1,4,7,4,1,265,3.92,3,1,2025-09-13
17667,374,26,3,3,2,3,1257,0.48,3,1,2025-07-12
17668,268,18,5,2,2,1,104,0.61,1,0,2025-09-05
17669,101,7,1,4,2,4,2786,1.15,4,0,2025-07-07
17670,156,10,1,5,1,1,486,4.15,1,1,2025-09-09
17671,408,28,2,7,2,3,2603,2.5,2,0,2025-10-06
17672,370,26,3,3,2,2,837,3.17,3,0,2025-09-24
17673,435,30,2,3,4,3,2675,0.37,4,0,2025-10-27
17674,117,8,4,5,5,1,770,0.4,1,0,2025-10-17
17675,56,4,4,5,2,4,574,3.22,3,0,2025-07-31
17676,70,5,1,7,3,3,2194,4.84,4,0,2025-10-24
17677,403,28,2,6,5,3,2794,3.35,3,0,2025-07-14
17678,18,2,4,3,5,2,2566,2.92,1,0,2025-07-03
17679,9,1,4,2,5,4,2415,2.07,3,0,2025-08-02
17680,271,18,5,3,3,4,598,0.81,4,0,2025-07-15
17681,65,4,4,6,2,3,625,3.28,4,0,2025-10-23
17682,263,18,5,6,1,4,768,4.28,1,0,2025-10-03
17683,241,17,3,7,4,4,1167,3.46,2,0,2025-09-02
17684,71,5,1,5,1,4,1819,1.97,1,0,2025-07-19
17685,434,30,2,3,1,2,1649,4.07,2,0,2025-10-06
17686,179,12,3,5,5,3,1045,4.78,1,0,2025-10-27
17687,333,23,4,6,5,2,1304,1.99,4,1,2025-08-23
17688,46,3,2,4,3,1,1635,3.17,4,0,2025-09-10
17689,56,4,4,3,3,1,1325,0.99,3,1,2025-10-16
17690,58,4,4,1,2,2,262,2.62,2,1,2025-09-10
17691,284,19,5,1,5,3,2441,4.94,3,0,2025-07-18
17692,391,27,1,3,4,3,2695,3.24,2,0,2025-07-25
17693,42,3,2,3,1,4,2560,2.54,1,0,2025-08-10
17694,334,23,4,2,1,3,1603,2.19,1,1,2025-09-07
17695,248,17,3,2,2,4,1276,1.03,2,0,2025-08-19
17696,217,15,4,8,3,3,1791,4.75,1,0,2025-10-15
17697,286,19,5,4,2,2,705,3.98,3,0,2025-08-13
17698,86,6,1,8,5,1,561,1.67,2,0,2025-10-14
17699,78,5,1,1,5,1,2484,4.19,3,0,2025-10-15
17700,253,17,3,5,1,1,2055,2.14,1,1,2025-08-31
17701,418,29,1,8,3,2,460,3.0,2,0,2025-09-01
17702,13,1,4,8,5,4,1132,3.59,4,0,2025-08-06
17703,281,19,5,3,1,2,2099,1.59,1,0,2025-07-29
17704,28,2,4,2,1,4,1052,1.95,4,0,2025-07-12
17705,250,17,3,7,2,3,152,0.52,3,0,2025-10-24
17706,288,19,5,6,3,1,939,4.73,4,0,2025-07-04
17707,88,6,1,1,1,4,2696,3.27,2,0,2025-08-18
17708,56,4,4,1,4,1,645,4.6,2,1,2025-07-10
17709,118,8,4,4,1,1,277,3.68,1,0,2025-07-28
17710,393,27,1,5,1,1,952,1.07,3,1,2025-09-19
17711,443,30,2,8,1,1,2751,3.37,3,0,2025-08-22
17712,379,26,3,2,4,4,945,0.4,2,1,2025-08-11
17713,189,13,5,7,3,1,1362,2.3,4,0,2025-09-06
17714,159,10,1,2,3,3,495,2.07,2,0,2025-10-23
17715,187,12,3,7,1,2,2848,2.54,3,0,2025-10-03
17716,377,26,3,3,5,4,28,0.7,4,1,2025-10-02
17717,423,29,1,4,3,3,645,4.27,4,1,2025-09-29
17718,243,17,3,6,3,2,239,0.6,3,0,2025-08-19
17719,102,7,1,4,3,2,1252,3.74,2,0,2025-08-21
17720,74,5,1,2,1,1,1228,1.37,1,1,2025-07-28
17721,411,28,2,7,1,3,820,1.05,2,0,2025-08-04
17722,422,29,1,4,3,2,1859,3.05,2,1,2025-08-10
17723,112,8,4,2,5,3,1364,1.9,3,0,2025-10-18
17724,373,26,3,4,3,1,2764,1.31,2,1,2025-09-16
17725,173,12,3,5,4,1,1892,0.29,2,0,2025-07-14
17726,432,30,2,5,4,1,2585,2.12,1,1,2025-07-29
17727,39,3,2,4,1,1,1830,0.8,1,1,2025-10-05
17728,130,9,2,7,4,3,611,2.22,4,0,2025-08-05
17729,162,11,2,1,5,3,2294,1.83,3,1,2025-07-14
17730,425,29,1,6,1,2,2378,1.77,4,0,2025-07-26
17731,419,29,1,1,4,2,140,0.11,4,0,2025-10-17
17732,26,2,4,8,4,4,2359,1.66,4,0,2025-09-04
17733,62,4,4,1,3,2,1921,3.76,3,1,2025-10-11
17734,436,30,2,8,3,2,932,0.91,1,1,2025-09-27
17735,231,16,5,1,3,1,1260,0.43,1,1,2025-10-25
17736,127,9,2,6,4,2,2613,4.65,2,0,2025-07-22
17737,112,8,4,8,1,3,2636,2.7,1,0,2025-09-30
17738,429,29,1,1,3,2,1011,0.95,4,0,2025-08-03
17739,388,27,1,3,5,4,1578,3.55,1,0,2025-07-09
17740,115,8,4,1,3,4,1762,2.74,4,0,2025-08-08
17741,22,2,4,3,2,3,464,3.06,1,0,2025-09-02
17742,339,23,4,3,1,1,2306,4.67,2,0,2025-07-28
17743,329,23,4,6,1,3,654,2.32,4,1,2025-07-28
17744,354,24,4,2,4,3,181,3.97,1,0,2025-10-08
17745,3,1,4,6,2,3,2776,0.72,4,0,2025-07-30
17746,351,24,4,1,1,2,1755,2.67,2,0,2025-07-01
17747,401,28,2,8,1,4,1971,1.26,4,0,2025-10-26
17748,283,19,5,2,2,3,1344,4.5,1,1,2025-07-01
17749,368,26,3,6,5,4,154,4.62,4,0,2025-09-16
17750,4,1,4,6,2,2,42,0.79,4,0,2025-09-05
17751,347,24,4,4,4,2,2053,3.51,3,1,2025-08-20
17752,65,4,4,8,1,4,1608,4.32,3,1,2025-09-29
17753,408,28,2,2,5,1,607,3.47,3,1,2025-08-06
17754,36,3,2,6,4,4,694,0.31,3,0,2025-10-02
17755,228,16,5,5,5,1,2863,4.33,4,0,2025-08-01
17756,241,17,3,6,3,4,2200,1.31,1,0,2025-09-23
17757,128,9,2,7,3,1,914,2.54,3,0,2025-10-01
17758,88,6,1,1,3,1,1220,1.85,1,0,2025-07-31
17759,302,20,1,3,4,4,1643,1.21,4,0,2025-10-01
17760,160,11,2,7,3,1,230,0.6,4,0,2025-09-29
17761,272,19,5,8,4,3,1743,3.01,3,1,2025-09-24
17762,71,5,1,7,5,2,1065,2.3,3,1,2025-10-28
17763,58,4,4,8,4,2,354,1.73,3,0,2025-09-16
17764,329,23,4,2,4,4,434,2.83,3,0,2025-07-04
17765,165,11,2,1,2,1,1472,0.4,3,0,2025-07-14
17766,227,16,5,2,5,4,10,4.15,3,0,2025-07-06
17767,230,16,5,5,1,3,1878,1.04,4,0,2025-10-11
17768,326,22,1,5,1,1,1936,0.19,4,1,2025-10-26
17769,104,7,1,4,1,2,1118,2.49,1,0,2025-10-15
17770,208,14,4,6,3,3,217,2.48,4,0,2025-10-25
17771,282,19,5,4,2,1,761,4.65,1,0,2025-07-05
17772,259,18,5,6,2,4,1996,2.31,4,0,2025-10-04
17773,64,4,4,7,1,4,2555,4.65,2,1,2025-09-08
17774,5,1,4,6,1,2,452,3.34,4,0,2025-09-05
17775,153,10,1,7,4,3,631,3.52,2,0,2025-08-26
17776,61,4,4,4,1,1,651,3.76,2,1,2025-10-27
17777,237,16,5,7,1,2,486,1.43,3,1,2025-08-26
17778,339,23,4,5,2,4,1845,2.96,4,0,2025-09-25
17779,93,6,1,8,1,1,535,3.2,2,0,2025-09-26
17780,339,23,4,4,2,3,1709,0.46,4,0,2025-07-21
17781,206,14,4,2,3,3,2164,0.52,3,1,2025-07-22
17782,175,12,3,3,2,4,722,4.49,2,0,2025-08-28
17783,126,9,2,3,4,1,261,2.23,4,1,2025-09-24
17784,436,30,2,1,3,3,2525,0.84,2,1,2025-10-19
17785,242,17,3,2,1,2,2552,1.5,1,0,2025-10-14
17786,144,10,1,2,5,1,297,2.7,4,0,2025-08-14
17787,162,11,2,4,1,3,992,0.6,4,1,2025-09-08
17788,279,19,5,4,4,3,1579,4.97,1,0,2025-07-23
17789,71,5,1,1,1,3,1652,4.69,4,1,2025-07-24
17790,407,28,2,5,1,2,2469,4.44,3,0,2025-07-19
17791,162,11,2,4,4,4,2045,1.03,4,0,2025-07-11
17792,50,4,4,2,3,1,47,2.44,3,0,2025-08-10
17793,337,23,4,5,1,2,2369,2.95,3,1,2025-08-31
17794,108,7,1,3,2,1,310,3.08,2,0,2025-08-17
17795,150,10,1,7,3,2,1322,0.3,4,1,2025-10-16
17796,48,4,4,3,1,2,1455,1.67,1,1,2025-07-25
17797,299,20,1,6,2,3,1387,1.01,4,1,2025-09-29
17798,180,12,3,5,2,4,2687,3.84,4,0,2025-08-10
17799,424,29,1,1,3,3,764,0.74,4,0,2025-10-02
17800,304,20,1,6,1,4,1507,0.86,4,0,2025-08-13
17801,222,15,4,1,4,1,2664,4.34,4,0,2025-09-10
17802,309,21,1,2,4,4,1890,3.6,1,0,2025-07-31
17803,186,12,3,3,5,3,747,1.28,2,0,2025-07-14
17804,200,13,5,8,3,4,586,4.86,3,0,2025-09-22
17805,223,15,4,1,3,4,655,1.77,2,1,2025-08-23
17806,214,15,4,8,1,2,1812,1.55,4,0,2025-09-04
17807,367,26,3,4,1,1,1870,0.93,1,0,2025-09-07
17808,136,9,2,4,5,1,878,0.28,2,1,2025-10-08
17809,390,27,1,4,2,2,1567,4.91,1,0,2025-08-14
17810,105,7,1,6,1,1,2612,2.17,4,0,2025-08-04
17811,354,24,4,4,1,1,264,4.1,1,0,2025-08-30
17812,320,22,1,8,4,4,2639,4.43,1,0,2025-07-13
17813,419,29,1,6,2,2,1715,0.14,4,0,2025-09-20
17814,149,10,1,2,1,3,835,4.37,3,1,2025-09-19
17815,228,16,5,8,3,4,2490,4.27,4,1,2025-09-08
17816,9,1,4,2,5,2,614,1.55,3,1,2025-09-29
17817,114,8,4,4,2,1,1496,3.69,3,1,2025-08-16
17818,164,11,2,4,4,2,1466,1.93,2,1,2025-07-31
17819,183,12,3,7,2,4,2128,2.81,4,0,2025-08-29
17820,323,22,1,3,4,3,1160,4.78,3,0,2025-07-30
17821,380,26,3,7,4,1,238,0.31,1,0,2025-09-23
17822,259,18,5,3,5,4,2220,2.06,4,0,2025-08-11
17823,262,18,5,5,5,4,1644,4.03,3,1,2025-07-03
17824,360,25,2,7,4,4,2254,0.43,1,1,2025-09-16
17825,327,22,1,2,2,3,462,4.82,2,0,2025-10-20
17826,401,28,2,8,3,1,2775,4.22,3,0,2025-08-06
17827,99,7,1,6,3,2,2838,1.12,4,0,2025-09-26
17828,376,26,3,7,1,4,96,4.82,3,0,2025-08-20
17829,232,16,5,5,5,4,829,4.0,4,1,2025-09-12
17830,38,3,2,5,5,2,510,2.23,4,0,2025-09-09
17831,241,17,3,2,1,3,1426,0.41,3,1,2025-09-28
17832,33,3,2,8,1,1,955,4.36,3,0,2025-10-06
17833,97,6,1,7,1,1,645,1.08,2,0,2025-08-13
17834,398,28,2,4,3,4,2604,0.16,2,0,2025-09-20
17835,159,10,1,7,5,3,1208,4.06,1,1,2025-08-20
17836,246,17,3,6,1,2,178,4.58,4,0,2025-09-24
17837,220,15,4,8,1,2,1466,4.2,2,0,2025-09-11
17838,9,1,4,1,5,1,2404,2.92,3,0,2025-09-16
17839,245,17,3,4,1,2,2344,1.93,1,1,2025-08-13
17840,168,11,2,7,5,1,969,1.0,4,0,2025-09-12
17841,205,14,4,4,2,2,99,0.65,3,0,2025-07-31
17842,338,23,4,6,2,1,149,1.31,2,1,2025-09-21
17843,375,26,3,8,3,1,2009,2.07,1,0,2025-10-24
17844,337,23,4,4,5,2,1147,2.05,3,1,2025-09-19
17845,242,17,3,7,1,4,43,0.69,2,0,2025-09-18
17846,34,3,2,4,5,1,1812,2.73,4,0,2025-07-01
17847,139,9,2,1,1,3,507,4.52,3,0,2025-08-21
17848,290,19,5,8,4,2,2749,0.69,1,1,2025-10-02
17849,418,29,1,8,4,2,326,4.0,4,0,2025-09-28
17850,418,29,1,4,5,1,373,3.34,2,1,2025-07-11
17851,430,30,2,1,2,1,2307,1.13,2,0,2025-10-22
17852,144,10,1,2,1,2,2354,1.16,3,0,2025-07-12
17853,401,28,2,4,2,2,234,0.26,1,0,2025-08-07
17854,227,16,5,3,4,4,2797,4.96,1,0,2025-09-17
17855,211,14,4,4,1,1,653,3.65,2,1,2025-10-11
17856,389,27,1,5,3,3,2457,0.87,1,1,2025-07-14
17857,55,4,4,6,4,4,205,3.12,2,1,2025-08-22
17858,27,2,4,3,5,4,1069,2.79,1,0,2025-09-12
17859,387,27,1,1,3,2,1514,3.7,3,1,2025-08-14
17860,359,25,2,7,1,4,1082,3.11,3,0,2025-10-21
17861,46,3,2,8,2,4,2325,3.51,1,0,2025-09-14
17862,120,8,4,3,4,3,2267,1.0,2,1,2025-10-24
17863,293,20,1,3,5,2,2747,4.54,2,0,2025-07-01
17864,219,15,4,4,5,3,90,2.53,4,0,2025-09-03
17865,428,29,1,8,5,3,695,4.7,2,1,2025-10-02
17866,336,23,4,6,5,2,2060,1.35,3,0,2025-08-28
17867,176,12,3,1,1,3,157,2.76,2,0,2025-08-19
17868,313,21,1,5,3,3,1713,0.83,2,0,2025-10-09
17869,214,15,4,1,4,3,2837,2.6,2,1,2025-10-21
17870,217,15,4,5,1,4,2517,1.27,2,0,2025-08-28
17871,61,4,4,7,4,4,715,2.48,1,0,2025-07-02
17872,138,9,2,6,4,1,851,2.73,2,0,2025-09-25
17873,293,20,1,2,4,1,1347,1.46,4,0,2025-07-21
17874,225,15,4,2,1,4,1778,3.35,4,1,2025-10-20
17875,224,15,4,4,3,2,2788,2.3,2,1,2025-08-15
17876,310,21,1,4,3,4,1014,2.58,4,0,2025-09-24
17877,347,24,4,1,4,4,1045,2.1,2,0,2025-08-15
17878,63,4,4,5,5,4,897,1.13,4,0,2025-07-08
17879,80,5,1,7,3,2,608,1.73,2,0,2025-10-18
17880,385,26,3,1,5,1,1751,1.32,4,0,2025-09-25
17881,39,3,2,8,5,1,1945,4.94,3,1,2025-07-29
17882,253,17,3,3,5,4,2833,1.0,4,0,2025-09-21
17883,394,27,1,4,3,3,1483,4.96,4,1,2025-09-08
17884,64,4,4,4,1,3,195,0.5,3,0,2025-09-06
17885,199,13,5,4,4,4,1966,4.61,3,0,2025-08-16
17886,264,18,5,3,1,4,1377,4.86,4,0,2025-10-05
17887,349,24,4,5,1,2,1301,4.92,1,1,2025-08-30
17888,158,10,1,6,2,2,2066,2.91,1,0,2025-07-14
17889,288,19,5,6,3,1,1803,0.54,2,0,2025-07-22
17890,339,23,4,3,3,2,1238,0.6,4,0,2025-07-13
17891,221,15,4,2,5,4,481,4.52,3,0,2025-08-16
17892,363,25,2,7,3,1,539,3.2,2,1,2025-07-09
17893,148,10,1,3,4,4,1804,2.25,4,0,2025-08-19
17894,117,8,4,4,5,1,1197,2.51,3,1,2025-08-02
17895,436,30,2,5,5,4,1358,3.4,3,0,2025-08-12
17896,170,11,2,1,4,1,1324,4.99,4,0,2025-07-08
17897,113,8,4,7,5,1,180,4.56,4,0,2025-07-30
17898,363,25,2,7,3,2,2339,2.5,4,1,2025-10-09
17899,57,4,4,5,5,4,2145,1.27,3,0,2025-10-07
17900,87,6,1,7,4,4,1623,1.73,3,0,2025-07-02
17901,43,3,2,7,5,4,2611,1.96,1,0,2025-07-12
17902,179,12,3,7,5,4,1460,0.4,2,1,2025-10-22
17903,288,19,5,8,2,3,341,4.94,1,0,2025-09-03
17904,250,17,3,3,4,2,985,3.15,3,0,2025-08-14
17905,164,11,2,1,2,3,2274,2.77,4,0,2025-07-24
17906,197,13,5,7,4,3,1496,0.37,3,0,2025-08-24
17907,198,13,5,5,4,1,2175,2.59,3,0,2025-10-23
17908,381,26,3,6,5,2,992,3.75,2,1,2025-10-09
17909,303,20,1,1,4,1,2150,2.87,1,0,2025-07-30
17910,84,6,1,1,4,4,1517,1.48,1,0,2025-09-30
17911,326,22,1,4,5,3,2719,1.92,4,0,2025-10-03
17912,83,6,1,1,2,4,2281,4.39,3,1,2025-09-01
17913,289,19,5,1,4,2,574,0.28,2,1,2025-07-09
17914,184,12,3,4,1,4,337,3.32,4,1,2025-07-21
17915,383,26,3,3,3,4,654,3.15,3,1,2025-08-20
17916,437,30,2,8,4,4,1508,1.31,2,0,2025-08-30
17917,343,23,4,7,4,4,2840,0.79,3,1,2025-10-13
17918,239,17,3,6,1,4,2262,4.97,2,1,2025-09-29
17919,207,14,4,8,2,1,569,4.08,2,0,2025-07-27
17920,152,10,1,1,3,2,841,3.67,4,0,2025-09-26
17921,91,6,1,2,5,4,1605,1.1,1,0,2025-10-12
17922,242,17,3,2,4,1,1406,3.26,3,1,2025-07-13
17923,15,1,4,5,5,1,2030,1.44,2,0,2025-09-10
17924,74,5,1,3,5,3,988,0.34,4,1,2025-08-10
17925,158,10,1,7,3,4,2210,0.49,1,0,2025-10-15
17926,122,8,4,3,3,4,1861,1.09,3,1,2025-07-22
17927,123,8,4,2,5,1,2219,1.91,2,0,2025-08-10
17928,278,19,5,3,2,1,2678,4.76,4,0,2025-09-17
17929,396,27,1,5,5,1,2387,1.2,4,0,2025-09-14
17930,69,5,1,7,3,1,1238,3.31,3,0,2025-08-31
17931,37,3,2,6,3,4,503,4.51,4,1,2025-10-02
17932,68,5,1,5,5,2,1045,3.04,3,0,2025-09-22
17933,120,8,4,1,1,4,863,3.29,4,0,2025-09-24
17934,355,25,2,7,4,3,1453,3.76,2,0,2025-09-27
17935,258,18,5,3,2,3,1515,0.93,1,0,2025-08-16
17936,313,21,1,8,4,3,1342,1.87,1,0,2025-09-05
17937,436,30,2,1,4,1,439,2.88,3,0,2025-10-17
17938,86,6,1,6,4,4,568,2.67,2,0,2025-09-30
17939,104,7,1,3,4,3,307,3.52,3,0,2025-08-16
17940,30,2,4,1,2,3,852,0.9,3,0,2025-07-14
17941,8,1,4,1,3,3,425,4.98,2,0,2025-09-17
17942,170,11,2,4,1,4,1548,0.39,2,0,2025-08-08
17943,271,18,5,3,2,1,1767,4.72,2,0,2025-10-10
17944,298,20,1,6,3,2,158,3.37,2,0,2025-07-25
17945,139,9,2,6,2,3,1308,0.24,1,0,2025-08-07
17946,411,28,2,4,4,4,1577,4.53,3,0,2025-08-11
17947,23,2,4,5,5,2,2768,0.33,2,0,2025-09-25
17948,262,18,5,8,1,4,2195,3.09,3,1,2025-10-26
17949,51,4,4,4,2,2,2203,0.66,2,0,2025-09-15
17950,218,15,4,6,2,1,1898,1.86,3,0,2025-09-05
17951,214,15,4,3,1,3,203,4.61,4,0,2025-09-12
17952,240,17,3,2,3,1,1063,2.63,3,0,2025-09-04
17953,303,20,1,8,5,1,2230,1.96,1,0,2025-10-26
17954,382,26,3,3,1,3,790,2.38,2,1,2025-08-28
17955,98,7,1,5,3,1,269,0.9,2,0,2025-07-16
17956,196,13,5,6,2,4,1933,4.41,4,1,2025-08-17
17957,383,26,3,4,3,4,1733,4.79,3,0,2025-09-15
17958,97,6,1,3,3,2,2862,2.23,1,0,2025-09-30
17959,169,11,2,1,3,2,2307,4.55,4,0,2025-08-12
17960,319,22,1,5,4,2,2526,3.61,3,0,2025-09-25
17961,129,9,2,1,1,1,830,2.33,1,0,2025-09-22
17962,280,19,5,2,1,4,1802,2.24,2,0,2025-09-07
17963,27,2,4,7,1,2,1901,1.98,2,0,2025-10-11
17964,158,10,1,1,1,4,387,0.11,3,0,2025-07-08
17965,350,24,4,2,2,1,2508,4.67,3,0,2025-10-14
17966,355,25,2,5,4,3,2580,0.63,2,1,2025-09-11
17967,326,22,1,8,5,4,2061,2.82,2,0,2025-09-11
17968,128,9,2,8,2,4,1687,1.96,2,0,2025-10-12
17969,239,17,3,3,5,2,759,3.17,2,1,2025-09-02
17970,233,16,5,1,3,1,696,0.65,3,0,2025-08-04
17971,401,28,2,6,2,3,2410,3.89,4,0,2025-07-26
17972,422,29,1,4,3,4,2534,2.78,3,1,2025-07-28
17973,11,1,4,6,4,1,1592,2.0,1,0,2025-07-09
17974,385,26,3,1,5,4,1783,0.86,1,0,2025-08-23
17975,404,28,2,2,1,4,1294,2.14,1,1,2025-09-30
17976,270,18,5,5,3,4,1489,3.38,4,1,2025-10-15
17977,96,6,1,3,4,1,2014,2.66,2,0,2025-08-24
17978,105,7,1,2,5,1,2486,1.41,4,1,2025-10-20
17979,162,11,2,5,1,1,1301,2.62,1,1,2025-09-04
17980,223,15,4,1,1,2,1704,0.91,4,1,2025-09-18
17981,283,19,5,8,3,2,2250,4.1,1,1,2025-08-12
17982,33,3,2,4,5,2,2494,2.52,4,0,2025-10-22
17983,270,18,5,4,5,4,539,3.83,2,1,2025-07-31
17984,217,15,4,7,3,1,2522,2.84,2,0,2025-10-02
17985,40,3,2,3,3,4,1940,3.28,3,0,2025-09-11
17986,322,22,1,1,2,4,2193,4.08,3,1,2025-10-09
17987,197,13,5,3,3,2,1761,1.37,1,1,2025-07-31
17988,60,4,4,7,3,1,2501,3.91,2,1,2025-07-07
17989,399,28,2,5,5,4,54,3.55,3,0,2025-07-17
17990,288,19,5,6,2,3,2521,2.24,2,0,2025-10-21
17991,47,3,2,3,2,2,2726,2.97,3,1,2025-09-10
17992,204,13,5,7,1,3,1012,1.22,4,0,2025-07-26
17993,406,28,2,3,1,4,1597,4.93,2,0,2025-08-24
17994,130,9,2,3,4,4,1831,1.49,3,1,2025-07-21
17995,121,8,4,7,1,1,2707,1.4,4,0,2025-07-31
17996,119,8,4,4,3,4,2048,3.08,2,0,2025-08-16
17997,7,1,4,5,1,4,557,0.27,2,0,2025-10-13
17998,183,12,3,8,1,4,489,3.41,3,0,2025-10-27
17999,37,3,2,2,1,3,372,4.96,1,0,2025-09-13
18000,37,3,2,7,3,3,217,1.41,1,1,2025-09-26
18001,207,14,4,1,1,3,2579,1.52,2,0,2025-10-21
18002,153,10,1,1,5,2,2409,1.54,1,1,2025-09-15
18003,220,15,4,8,2,3,2827,3.12,4,0,2025-08-13
18004,222,15,4,6,4,1,869,3.77,2,0,2025-10-26
18005,105,7,1,1,3,2,641,4.64,3,0,2025-09-19
18006,204,13,5,2,1,4,173,3.81,4,1,2025-07-07
18007,186,12,3,4,5,4,421,2.22,4,0,2025-08-25
18008,96,6,1,8,2,2,1229,0.31,2,1,2025-08-10
18009,167,11,2,1,1,2,2038,4.93,4,0,2025-09-06
18010,7,1,4,8,5,2,523,1.74,4,0,2025-07-14
18011,383,26,3,4,2,3,1831,0.25,2,0,2025-09-03
18012,246,17,3,8,3,4,2403,2.47,4,0,2025-07-14
18013,280,19,5,2,4,2,1554,0.13,3,0,2025-07-26
18014,386,26,3,3,3,3,1017,4.87,2,0,2025-07-26
18015,434,30,2,8,1,3,2719,4.21,3,1,2025-10-13
18016,393,27,1,7,2,4,1740,2.04,1,0,2025-09-20
18017,227,16,5,8,1,1,187,1.88,4,0,2025-09-08
18018,407,28,2,7,5,3,1205,1.5,1,1,2025-10-25
18019,324,22,1,5,3,2,2092,4.01,1,0,2025-10-03
18020,46,3,2,7,5,2,2732,3.95,4,0,2025-08-04
18021,168,11,2,8,3,2,221,1.53,1,0,2025-10-15
18022,386,26,3,4,4,1,2441,1.53,2,0,2025-07-27
18023,167,11,2,2,2,3,153,1.26,1,0,2025-09-24
18024,121,8,4,2,5,1,2241,4.19,3,0,2025-09-08
18025,436,30,2,6,4,4,1072,4.28,4,0,2025-10-13
18026,303,20,1,7,2,3,830,2.45,4,0,2025-10-07
18027,270,18,5,2,5,1,842,3.94,2,0,2025-08-16
18028,22,2,4,3,4,2,558,4.75,2,0,2025-07-20
18029,237,16,5,1,4,4,902,1.73,2,0,2025-09-21
18030,430,30,2,3,4,3,377,3.26,2,0,2025-08-10
18031,128,9,2,8,5,1,196,0.14,3,0,2025-07-07
18032,168,11,2,3,4,4,2226,2.72,3,1,2025-08-31
18033,3,1,4,5,1,4,396,4.35,2,0,2025-09-13
18034,169,11,2,3,3,4,107,4.24,1,0,2025-10-27
18035,278,19,5,3,5,3,722,1.81,2,0,2025-10-06
18036,137,9,2,8,4,1,298,3.32,4,1,2025-07-04
18037,270,18,5,1,4,3,1361,1.28,4,0,2025-10-26
18038,136,9,2,4,3,2,2128,3.47,2,0,2025-10-06
18039,155,10,1,5,5,1,885,0.79,3,0,2025-09-01
18040,361,25,2,7,4,3,57,1.46,3,0,2025-09-02
18041,154,10,1,3,5,1,51,2.11,1,0,2025-07-24
18042,338,23,4,6,4,4,535,3.75,1,1,2025-07-26
18043,212,14,4,7,4,4,1120,1.46,4,0,2025-08-06
18044,211,14,4,3,4,1,2493,4.09,1,0,2025-09-27
18045,365,25,2,1,2,4,1789,0.43,2,0,2025-09-16
18046,269,18,5,1,4,4,667,1.77,4,0,2025-10-04
18047,141,9,2,2,5,1,290,3.51,3,0,2025-09-21
18048,289,19,5,7,1,1,250,0.23,3,0,2025-07-29
18049,47,3,2,3,3,4,1111,3.68,1,1,2025-10-17
18050,4,1,4,5,4,1,780,2.91,1,0,2025-09-06
18051,84,6,1,5,1,2,2124,3.63,3,0,2025-10-12
18052,244,17,3,6,1,1,1852,2.45,4,0,2025-08-26
18053,281,19,5,4,3,3,1619,2.92,4,1,2025-07-11
18054,195,13,5,4,3,4,945,3.99,2,1,2025-08-20
18055,377,26,3,1,2,4,620,3.0,4,0,2025-08-15
18056,226,15,4,5,5,4,894,3.55,1,1,2025-08-07
18057,371,26,3,7,3,1,2295,4.54,2,0,2025-09-20
18058,375,26,3,7,5,1,2656,3.2,3,0,2025-09-12
18059,396,27,1,2,3,3,971,4.56,1,0,2025-09-12
18060,73,5,1,1,2,4,198,2.29,3,0,2025-10-23
18061,365,25,2,3,5,1,1887,2.43,2,1,2025-10-23
18062,352,24,4,6,1,1,1332,2.1,3,0,2025-09-28
18063,130,9,2,8,3,1,874,4.35,3,0,2025-08-17
18064,396,27,1,2,5,3,2424,2.25,1,0,2025-10-26
18065,413,28,2,5,4,3,1445,2.5,3,1,2025-08-18
18066,50,4,4,4,3,1,999,2.36,2,1,2025-08-06
18067,441,30,2,2,1,3,873,3.78,4,1,2025-08-25
18068,233,16,5,7,5,4,1390,2.92,4,0,2025-08-24
18069,53,4,4,7,5,1,1015,4.52,3,1,2025-09-13
18070,17,2,4,1,1,4,2698,2.14,1,1,2025-07-10
18071,207,14,4,5,1,2,2595,4.86,3,0,2025-08-04
